year|arid|count
2006|20001847369|28
2006|20001844845|28
2006|71787400007|27
2006|20002041098|27
2006|711-3412303|27
2006|71623500007|27
2006|70041198897|27
2006|720-3756374|27
2006|20001445943|26
2006|791-1762440|26
2006|77280100005|26
2006|77469500007|25
2006|72276200003|25
2006|10000014124|25
2006|720-3702275|25
2006|742-1462941|25
2006|77291100002|25
2006|20003103489|24
2006|71120300000|24
2006|10000017437|24
2006|77092200000|24
2006|10000005203|24
2006|77154300003|24
2006|20001847275|23
2006|71304400008|23
2006|71722400006|23
2006|70136609995|23
2006|30000005702|23
2006|10000008846|23
2006|50000060249|23
2006|30000001700|23
2006|10000023695|22
2006|71259400007|22
2006|786-0892286|22
2006|30000016175|21
2006|71057300006|21
2006|30000027510|21
2006|30000010307|21
2006|77632300003|21
2006|77792400007|21
2006|20000509811|21
2006|77015500006|21
2006|50000001853|21
2006|786-1123118|21
2006|133-0970030|21
2006|20002736291|21
2006|20001847323|20
2006|71333600008|20
2006|736-4287467|20
2006|20001844265|20
2006|77500100000|20
2006|72083200001|20
2006|722-3397885|20
2006|20002281148|20
2006|77994900001|20
2006|30000014028|20
2006|20000808176|20
2006|71757000009|19
2006|77770700000|19
2006|71791800000|19
2006|77401600008|19
2006|720-1107803|19
2006|75807009993|19
2006|71597600006|19
2006|30000013305|19
2006|72148900000|19
2006|50000005168|19
2006|30000001028|18
2006|713-4230929|18
2006|20000675332|18
2006|77784800005|18
2006|20002135401|18
2006|71935300001|18
2006|71541500004|18
2006|20000697633|18
2006|76478809997|18
2006|74725909994|18
2006|71665100001|17
2006|30000004239|17
2006|30000028211|17
2006|77662300008|17
2006|40000008308|17
2006|30000009361|17
2006|77961700006|17
2006|20001966578|17
2006|77892400000|17
2006|77229000002|17
2006|77511100005|16
2006|77844900007|16
2006|30000005716|16
2006|10000012467|16
2006|10000023892|16
2006|70955809996|16
2006|77854600002|16
2006|50000013939|16
2006|731-1480758|16
2006|20003340967|16
2006|154-2056193|16
2006|50000061077|16
2006|70219309999|16
2006|77935900009|16
2006|40000015525|16
2006|30000034245|16
2006|50000024524|15
2006|77665700017|15
2006|20002751762|15
2006|30000057654|15
2006|50000007676|15
2006|72126300006|15
2006|795-4762204|15
2006|77912100006|15
2006|71768800000|15
2006|77332300002|15
2006|10000017927|15
2006|71016600004|15
2006|30000000047|15
2006|40000008475|15
2006|77792200005|15
2006|720-2947173|15
2006|71252000009|15
2006|20002041418|15
2006|30000005685|15
2006|30000019629|15
2006|70471809999|14
2006|768-0314095|14
2006|30000000876|14
2006|71710100002|14
2006|733-0886403|14
2006|77551100008|14
2006|77613800008|14
2006|77851700004|14
2006|50000064037|14
2006|20003197871|14
2006|71557600007|14
2006|77944000002|14
2006|354-1773964|14
2006|776-0236067|14
2006|154-1335249|14
2006|71405200006|14
2006|720-0960457|14
2006|701-0726495|14
2006|20003380888|14
2006|71359700003|14
2006|71345700002|14
2006|20000523965|13
2006|772-1332273|13
2006|20001844836|13
2006|720-1106575|13
2006|77766600004|13
2006|706-1497302|13
2006|77776400006|13
2006|30000011817|13
2006|30000031027|13
2006|30000000110|13
2006|71903500004|13
2006|10000013044|13
2006|77951500006|13
2006|77647200002|13
2006|741-2075850|13
2006|366-0351394|13
2006|30000016591|12
2006|77505400005|12
2006|71783500002|12
2006|40000014640|12
2006|10000014294|12
2006|184-1106939|12
2006|20001194951|12
2006|765-0396839|12
2006|720-3692756|12
2006|71983700001|12
2006|20001845011|12
2006|50000060884|12
2006|77650800001|12
2006|70542109998|12
2006|10000010523|12
2006|358-2598615|12
2006|50000063834|12
2006|30000034611|12
2006|30000012437|12
2006|499-0000057|11
2006|72328500008|11
2006|10000014623|11
2006|40000008145|11
2006|30000005903|11
2006|720-1942434|11
2006|71756900000|11
2006|71045600000|11
2006|20000374653|11
2006|50000000511|11
2006|587-0697287|11
2006|71461700004|11
2006|20001017658|11
2006|756-2148606|11
2006|71583000000|11
2006|362-1259997|11
2006|30000020231|11
2006|77927200007|11
2006|10000006207|11
2006|71486300009|11
2006|30000033902|11
2006|30000018389|11
2006|50000000306|11
2006|71059700002|11
2006|20002598051|11
2006|72179909994|11
2006|71476100009|11
2006|765-0668369|11
2006|76480209999|11
2007|20001644643|22293
2007|10000023160|10814
2007|40510528989|9742
2007|20001881185|8941
2007|20002752527|8097
2007|77604800006|7678
2007|10000001741|5779
2007|40000015044|4848
2007|20003197956|4510
2007|20003197134|4404
2007|775-2921540|3734
2007|40330661303|3269
2007|71512400000|3192
2007|20002751986|3126
2007|30000025653|2895
2007|40000003970|2879
2007|77185300006|2742
2007|77069000008|2740
2007|722-3191019|2334
2007|40000008551|1855
2007|20002817118|1831
2007|72276200003|1741
2007|20002751810|1717
2007|71891200009|1596
2007|40000018039|1596
2007|765-0367752|1343
2007|20000902270|1011
2007|71077600005|925
2007|10000000008|854
2007|71991500005|837
2007|77592700002|819
2007|20001843606|788
2007|77943800003|787
2007|20003106181|758
2007|772-1521765|733
2007|20000860473|682
2007|20002751995|657
2007|77909100002|657
2007|20002752022|651
2007|20002751922|641
2007|71917700009|629
2007|752-2270490|597
2007|20002751968|580
2007|784-1577001|567
2007|20001942602|554
2007|20003486436|545
2007|113-3222578|527
2007|77373400006|450
2007|40000012504|431
2007|10000023446|412
2007|72384200009|411
2007|77369900001|396
2007|20002752013|386
2007|40000008183|380
2007|10000000336|373
2007|10000014740|372
2007|313-3432069|371
2007|20001847305|370
2007|20002752321|355
2007|20002751847|354
2007|366-0422347|334
2007|40000006069|325
2007|720-2241771|322
2007|20002751801|313
2007|30000009846|279
2007|759-3200377|275
2007|20001072246|267
2007|20000169653|251
2007|20001845039|242
2007|20001845020|239
2007|40000008337|239
2007|20002750532|229
2007|20002750242|229
2007|71939500007|228
2007|10000000786|215
2007|71499700000|206
2007|77668700008|204
2007|20002041007|201
2007|40000008412|195
2007|727-0011311|194
2007|120-2096530|189
2007|72085300005|188
2007|77515900008|184
2007|723-2425397|182
2007|20002040381|171
2007|733-0668958|171
2007|358-2257419|155
2007|30000028178|150
2007|40000004072|147
2007|20001844827|146
2007|74216200005|146
2007|20002693723|144
2007|71856900004|144
2007|71855800007|143
2007|116-1245395|139
2007|71583600006|138
2007|20001847378|137
2007|77101800009|136
2007|73827009995|130
2007|786-1097909|128
2007|40000008083|123
2007|77197000003|122
2007|20001847163|118
2007|20003315853|114
2007|30000026799|113
2007|20001844359|112
2007|20001844340|109
2007|30000057803|105
2007|20002752077|105
2007|20001844984|99
2007|20002752684|99
2007|72397100005|99
2007|20003394401|99
2007|30000027397|95
2007|20001844966|95
2007|363-1131381|93
2007|20002977601|92
2007|71222400008|90
2007|762-1717999|88
2007|71596200005|85
2007|71206600009|85
2007|720-5041532|85
2007|141-1704421|83
2007|20002040989|81
2007|20003144576|81
2007|77271100003|78
2007|720-2657082|77
2007|72324900006|77
2007|738-3515541|77
2007|71813900002|76
2007|713-2868346|76
2007|20000311845|73
2007|40000014470|73
2007|77062300004|73
2007|20002134936|72
2007|77806400002|71
2007|71227609994|71
2007|71750800001|71
2007|758-2546090|70
2007|20002039488|70
2007|50000000234|69
2007|20002861595|68
2007|20000233031|67
2007|10000013044|66
2007|705-0402708|66
2007|20002736291|65
2007|362-1662612|64
2007|20001844948|62
2007|70562317863|61
2007|71596800005|61
2007|71463600006|61
2007|20002041034|60
2007|71611300007|60
2007|20001844331|59
2007|786-1022113|59
2007|30000000178|59
2007|20001844920|59
2007|20001844939|58
2007|70458600405|58
2007|20001844975|58
2007|733-0748289|58
2007|720-2473450|57
2007|713-2607259|56
2007|20001868177|54
2007|701-0681100|52
2007|338-3589255|52
2007|73027509990|51
2007|10000024189|50
2007|40000002630|50
2007|741-1810165|50
2007|77364800008|50
2007|77774500004|49
2007|20000576710|49
2007|40000008876|47
2007|773-1729061|47
2007|70201426791|47
2007|762-1738985|47
2007|20001844283|46
2007|20001844993|46
2007|77892800004|45
2007|30000008232|45
2007|30000035362|45
2007|72033000009|43
2007|111-3324993|42
2007|40000013964|42
2007|70542046140|42
2007|30000000172|39
2007|71345300006|39
2007|71578300007|39
2007|733-0975529|38
2007|713-3753941|38
2007|754-1761455|38
2007|70542409990|38
2007|163-0692047|37
2007|71227300009|37
2007|77855000003|37
2007|50000067804|37
2007|72003500009|36
2007|10000005001|36
2007|10000023748|36
2007|706-1554666|36
2007|20001844957|36
2007|77555300005|34
2007|30000014028|34
2007|20001844265|34
2007|30000016889|33
2007|30000000193|33
2007|20001445943|33
2007|73447609992|33
2007|20001845002|33
2007|71392000005|32
2007|71597600006|32
2007|30000015953|32
2007|733-0442970|32
2007|133-0970030|31
2007|30000005962|31
2007|733-0975918|31
2007|50000000649|31
2007|30000020504|31
2007|77442300004|30
2007|10000014124|30
2007|10000014206|29
2007|40000018010|29
2007|71256700000|28
2007|30000002315|27
2007|77082200001|26
2007|77158700003|26
2007|71172100002|26
2007|50000060522|26
2007|702-0588531|26
2007|71565900005|26
2007|40000004229|26
2007|20001426027|25
2007|788-0430482|25
2007|30000026870|25
2007|10000008846|25
2007|30000011813|25
2007|77624400009|25
2007|10000005203|24
2007|77568300002|24
2007|30000018519|24
2007|40593151342|24
2007|791-1872563|23
2007|30000006104|23
2007|30000005702|23
2007|10000010807|23
2007|733-0885302|22
2007|703-0578145|22
2007|20001847275|22
2007|77233200004|21
2007|20000523965|21
2007|720-4668716|21
2007|30000005685|21
2007|30000001696|21
2007|50000001853|21
2007|77289300004|21
2007|77087500006|21
2007|77299000001|20
2007|50000024524|20
2007|30000009923|20
2007|776-0561995|20
2007|766-0563608|20
2007|10000017927|19
2007|30000033989|19
2007|20002751762|19
2007|783-0345906|19
2007|20001017658|18
2007|40000014468|18
2007|20002041098|18
2007|71844100006|18
2007|77142200002|18
2007|30000010307|18
2007|20001216291|17
2007|794-2479776|17
2007|20000509811|17
2007|30000012437|17
2007|713-4230929|17
2007|10000016579|17
2007|784-1553724|17
2007|71614900001|17
2007|73028209994|17
2007|10000006207|17
2007|40000007975|17
2007|30000013305|17
2007|71327800007|17
2007|77280100005|17
2007|30000000876|17
2007|10000024256|17
2007|30000018660|17
2007|20002888798|17
2007|71750100005|17
2007|20001844845|16
2007|20002023218|16
2007|50000063834|16
2007|77769600009|16
2007|20003380888|16
2007|10000023695|16
2007|363-1113916|16
2007|30000016591|16
2007|10000014761|16
2007|73831400006|16
2007|71598200002|16
2007|71791800000|15
2007|70660669989|15
2007|30000014507|15
2007|77971400001|15
2007|30000011817|15
2007|71057300006|15
2007|77944000002|15
2007|120-5296249|15
2007|10000009179|15
2007|304-3077687|15
2007|752-2276553|15
2007|30000009327|14
2007|30000009244|14
2007|77503100002|14
2007|30000032974|14
2007|50000060249|14
2007|40481290152|14
2007|10000018480|14
2007|20000659855|14
2007|20000374653|14
2007|71207500004|13
2007|77395000008|13
2007|70136609995|13
2007|75135809997|13
2007|795-4762204|13
2007|40000006809|13
2007|50000000930|13
2007|30000031286|13
2007|10000000001|13
2007|30000001208|13
2007|77230000003|13
2007|30000019629|13
2007|20002712969|13
2007|358-2598615|13
2007|50000007676|13
2007|77438500006|13
2007|720-0580021|13
2007|72083200001|13
2007|77092200000|13
2007|30000000877|13
2007|77811300008|12
2007|77223200006|12
2007|30000016175|12
2007|77961700006|12
2007|30000013876|12
2007|50000006694|12
2007|77868600006|12
2007|30000020100|12
2007|10000009888|12
2007|10000014328|12
2007|720-1107803|12
2007|20002135401|12
2007|30000019498|12
2007|77071400009|12
2007|756-2148606|12
2007|30000034611|12
2007|30000004239|12
2007|71441900009|12
2007|71342600002|12
2007|30000034245|12
2007|30000000182|12
2007|77776400006|12
2007|71033500006|12
2007|20001847323|12
2007|71261700007|12
2007|77229000002|12
2007|20003197871|12
2007|71245300002|11
2007|77257500009|11
2007|30000018389|11
2007|30000016825|11
2007|30000005716|11
2007|30000020353|11
2007|30000031027|11
2007|77235400009|11
2007|738-3258565|11
2007|30000000110|11
2007|77765600003|11
2007|30000017077|11
2007|10000007745|11
2007|30000005903|11
2007|73000809992|11
2007|30000004048|11
2007|40000006033|11
2007|71095600009|11
2007|71063100007|11
2007|30000027560|11
2007|736-4225752|11
2007|30000015337|11
2007|10000017437|11
2008|20001881185|6611
2008|20002751986|5244
2008|10000001741|4012
2008|20002817118|3678
2008|20003197956|3478
2008|20002751810|2965
2008|20000902270|1565
2008|20000860473|1414
2008|20003106181|1028
2008|20002751922|1014
2008|20002751995|973
2008|20002752022|864
2008|733-0419159|836
2008|20001843606|794
2008|20002751968|721
2008|20002752013|704
2008|20002752527|694
2008|10000023160|668
2008|20002751847|566
2008|20002751801|555
2008|734-1719615|543
2008|20002752321|494
2008|20001847305|425
2008|20002750242|364
2008|20002750532|338
2008|366-0422347|326
2008|10000014740|303
2008|20002752077|302
2008|40000008183|281
2008|20002977601|271
2008|723-2425397|250
2008|20001845020|227
2008|20001847378|222
2008|40000008083|217
2008|10000023446|197
2008|20001845039|191
2008|20001844827|189
2008|20002752684|177
2008|20001844359|176
2008|113-3222578|168
2008|30000009846|164
2008|20003315853|163
2008|20003144576|161
2008|77185300006|158
2008|20000311845|147
2008|20002041007|139
2008|20001844984|137
2008|358-2257419|137
2008|20002040989|137
2008|20002041034|135
2008|20001844948|134
2008|20001844966|133
2008|20002693723|131
2008|10000000008|129
2008|30000009327|121
2008|30000026799|119
2008|10000018480|116
2008|20001844340|111
2008|20001847163|106
2008|20002861595|105
2008|20002040381|103
2008|20002134936|103
2008|30000016889|102
2008|20001868177|99
2008|20002039488|97
2008|20003486436|90
2008|313-3432069|90
2008|30000000876|89
2008|20001844331|88
2008|20001844939|88
2008|30000020504|88
2008|40000014470|82
2008|77101800009|80
2008|71227609994|77
2008|20001844975|76
2008|362-1662612|76
2008|30000011813|75
2008|30000000110|74
2008|325-1531922|73
2008|20001844957|69
2008|30000033989|69
2008|40000008337|69
2008|20001844920|68
2008|30000009388|68
2008|20001847275|66
2008|20000233031|65
2008|20001426027|64
2008|30000000172|62
2008|363-1131381|62
2008|20001844993|61
2008|30000008800|60
2008|30000005685|59
2008|20003380888|56
2008|757-1193906|54
2008|783-0345906|54
2008|20001844283|53
2008|30000005702|53
2008|720-5238443|52
2008|30000009923|49
2008|10000024349|49
2008|20002135401|48
2008|10000006207|47
2008|30000001527|47
2008|30000018519|46
2008|30000000193|46
2008|10000005203|45
2008|50000000234|44
2008|30000014028|44
2008|20001844265|43
2008|40000018010|43
2008|30000008878|43
2008|10000013044|43
2008|30000012079|43
2008|71499700000|42
2008|20002041098|42
2008|10000017927|42
2008|20000697633|42
2008|30000012437|41
2008|10000005929|40
2008|20001847323|40
2008|10000014124|39
2008|30000005716|38
2008|30000019498|38
2008|40000013964|37
2008|30000006104|37
2008|10000014206|37
2008|71750100005|36
2008|766-0563608|36
2008|30000004048|36
2008|20001845002|35
2008|30000017077|35
2008|40000012504|34
2008|10000008846|34
2008|10000024496|34
2008|20001843624|34
2008|77062300004|34
2008|30000020698|33
2008|10000017611|33
2008|30000010307|32
2008|20000462756|32
2008|30000009064|31
2008|30000020818|31
2008|30000000178|31
2008|20001844836|31
2008|30000000877|30
2008|358-2598615|30
2008|30000022257|29
2008|10000023892|29
2008|30000001380|29
2008|20002751762|29
2008|70660669989|29
2008|20002736291|29
2008|20000222147|28
2008|20000523965|28
2008|30000008232|27
2008|30000017543|27
2008|30000009311|27
2008|10000022949|26
2008|30000058083|26
2008|10000000786|26
2008|30000008798|26
2008|30000008879|26
2008|30000027560|25
2008|50000007676|25
2008|30000057554|25
2008|30000001696|25
2008|30000011817|25
2008|30000031158|25
2008|30000009244|24
2008|30000009320|24
2008|20000542649|24
2008|30000015673|24
2008|30000027510|24
2008|10000023743|24
2008|30000017041|24
2008|30000014580|23
2008|30000022876|22
2008|30000027397|22
2008|20001845011|22
2008|30000001296|22
2008|10000002234|22
2008|30000011431|22
2008|40000018039|21
2008|30000015953|21
2008|50000024524|21
2008|30000014023|21
2008|10000007745|21
2008|30000008576|21
2008|50000003025|21
2008|20001844845|21
2008|20000239659|21
2008|30000028178|21
2008|50000060058|21
2008|30000013305|21
2008|30000000324|20
2008|30000015289|20
2008|71108800004|20
2008|20001445943|20
2008|30000005633|20
2008|30000014065|20
2008|10000013637|20
2008|10000011001|20
2008|10000013918|20
2008|30000015337|19
2008|10000005547|19
2008|10000001493|19
2008|30000032974|19
2008|30000014273|19
2008|30000001208|19
2008|30000017454|19
2008|30000011507|19
2008|30000019849|19
2008|10000009179|19
2008|20002041418|19
2008|30000020856|18
2008|30000011466|18
2008|30000000895|18
2008|720-5041532|18
2008|50000023079|18
2008|20002967349|18
2008|10000010807|18
2008|30000034533|18
2008|30000005903|18
2008|10000000001|18
2008|30000018637|17
2008|30000009361|17
2008|711-3332289|17
2008|30000028211|17
2008|30000008774|17
2008|20001942602|17
2008|30000022537|17
2008|40000014840|17
2008|30000015496|17
2008|30000021292|17
2008|30000032737|17
2008|30000010534|17
2008|10000014328|17
2008|30000012322|16
2008|30000001298|16
2008|30000011444|16
2008|10000023516|16
2008|30000001373|16
2008|30000012614|16
2008|30000014246|16
2008|30000000182|16
2008|10000015247|16
2008|30000030270|16
2008|30000004239|16
2008|30000002315|16
2008|766-0622444|16
2008|20000104038|16
2008|30000024957|16
2008|30000016114|16
2008|30000005615|16
2008|20001847369|16
2008|30000001701|16
2008|20000539032|15
2008|20000659855|15
2008|40000002518|15
2008|10000023695|15
2008|30000010634|15
2008|766-0356747|15
2008|720-4636482|15
2008|30000035320|15
2008|338-3589255|15
2008|30000009366|15
2008|20002040961|14
2008|366-0365296|14
2008|30000014869|14
2008|10000014599|14
2008|30000015701|14
2008|30000027559|14
2008|30000057444|14
2008|10000009888|14
2008|30000016916|14
2008|756-2148606|14
2008|20000989347|14
2008|30000034409|14
2008|30000008904|14
2008|50000024063|14
2008|10000015651|14
2008|766-0563212|14
2008|30000020100|14
2008|10000002782|14
2008|30000027476|13
2008|30000005636|13
2008|71125900008|13
2008|71891200009|13
2008|30000016546|13
2008|10000013347|12
2008|10000011397|12
2008|10000018178|12
2008|30000003256|12
2008|20000497039|12
2008|30000001028|12
2008|30000027139|12
2008|10000007746|12
2008|30000005687|12
2008|30000015934|12
2008|30000021906|12
2008|30000015926|11
2008|30000018660|11
2008|30000008785|11
2008|30000022139|11
2008|10000017437|11
2008|30000001705|11
2008|50000001853|11
2008|50000067681|11
2008|50000024694|11
2008|20000706254|11
2008|50000000930|11
2008|50000006694|11
2008|30000057169|11
2008|20000028349|11
2008|20000675332|11
2008|71999400005|11
2008|10000014761|11
2008|10000024430|11
2008|30000011952|11
2008|20000374653|11
2009|20002817118|2170
2009|10000001741|2094
2009|20002751986|1431
2009|20002751810|1116
2009|20001881185|628
2009|20000902270|483
2009|20000860473|448
2009|20003197956|349
2009|20003106181|342
2009|20002751995|295
2009|20002751922|290
2009|20002751968|245
2009|10000014740|221
2009|20002752013|205
2009|20000311845|201
2009|30000016889|197
2009|20002752022|196
2009|366-0422347|181
2009|20002751801|141
2009|10000013044|137
2009|20002751847|133
2009|20000233031|133
2009|358-2257419|133
2009|20002750532|119
2009|10000018480|107
2009|40000014470|107
2009|30000020504|98
2009|30000000110|89
2009|30000011813|83
2009|20002750242|79
2009|30000000172|77
2009|325-1531922|77
2009|30000020818|76
2009|362-1662612|76
2009|10000014619|75
2009|10000000008|72
2009|30000000876|71
2009|73827009995|70
2009|30000008800|69
2009|30000009311|68
2009|20002752321|65
2009|20002752077|62
2009|30000033989|61
2009|20002751762|60
2009|363-1131381|59
2009|30000012437|59
2009|10000006207|58
2009|30000004048|54
2009|30000005702|54
2009|30000005685|53
2009|30000018519|53
2009|30000009388|53
2009|30000009320|53
2009|30000000877|52
2009|30000026799|52
2009|40000013964|50
2009|20002967349|49
2009|399-0001492|46
2009|30000008879|46
2009|20002861595|45
2009|76430800000|44
2009|10000013637|44
2009|10000008846|44
2009|30000009923|43
2009|10000005929|43
2009|10000024349|42
2009|10000017927|42
2009|10000000001|42
2009|30000015673|42
2009|20000222147|42
2009|50000062172|41
2009|30000005633|41
2009|358-2598615|41
2009|30000000895|41
2009|30000000193|41
2009|30000008798|40
2009|20002693723|40
2009|30000034409|40
2009|10000001316|40
2009|30000027510|40
2009|30000005716|39
2009|20002752684|39
2009|30000017077|39
2009|30000001527|39
2009|723-2425397|38
2009|30000019498|37
2009|30000008232|37
2009|10000013918|37
2009|30000005903|37
2009|30000012079|36
2009|10000024496|35
2009|30000057647|35
2009|10000023446|35
2009|20003380888|35
2009|30000013305|34
2009|30000000324|34
2009|30000030270|34
2009|40000018010|33
2009|30000009846|33
2009|40000014640|33
2009|30000000047|33
2009|30000009064|32
2009|30000031158|32
2009|30000001696|32
2009|30000014028|32
2009|20000659855|32
2009|30000018637|31
2009|30000019143|30
2009|50000024063|30
2009|30000001208|30
2009|30000006104|29
2009|20000456045|29
2009|30000019849|29
2009|30000011817|29
2009|20001445943|29
2009|10000007745|29
2009|30000001028|28
2009|30000009327|28
2009|20000706254|28
2009|30000020698|27
2009|30000011444|27
2009|30000017543|27
2009|10000014328|27
2009|10000014206|27
2009|30000027397|27
2009|30000010608|26
2009|30000010307|26
2009|30000005636|26
2009|10000017611|25
2009|10000013688|25
2009|30000009244|25
2009|10000016473|25
2009|20000462756|25
2009|399-0015337|25
2009|30000002315|25
2009|30000034087|25
2009|30000008576|24
2009|30000001380|24
2009|10000011001|24
2009|30000034980|24
2009|30000015953|23
2009|30000014580|23
2009|30000008904|23
2009|30000005615|23
2009|30000008878|23
2009|10000005203|23
2009|30000010534|23
2009|30000015019|23
2009|30000011466|23
2009|10000009354|22
2009|40000008183|22
2009|20000104038|22
2009|30000003121|22
2009|30000017454|22
2009|30000021292|22
2009|30000014065|22
2009|30000035090|22
2009|10000023516|22
2009|10000001493|22
2009|30000034533|21
2009|30000005694|21
2009|30000014023|21
2009|71392000005|21
2009|30000017041|21
2009|30000010634|21
2009|10000009179|21
2009|20000675332|20
2009|30000027476|20
2009|30000057554|20
2009|30000011431|20
2009|30000032737|20
2009|30000022081|20
2009|10000013543|20
2009|10000018430|20
2009|30000008774|20
2009|30000019541|20
2009|77248700009|20
2009|30000000253|20
2009|10000023695|20
2009|10000014583|20
2009|30000005687|19
2009|20000539032|19
2009|30000013454|19
2009|10000014479|19
2009|30000003514|19
2009|30000027139|19
2009|50000024694|19
2009|10000023892|19
2009|30000034116|19
2009|30000018514|19
2009|10000015247|19
2009|50000060058|19
2009|10000024430|19
2009|30000009322|18
2009|20000658924|18
2009|30000033405|18
2009|30000016240|18
2009|40000007975|18
2009|10000010735|18
2009|30000019237|18
2009|10000003656|18
2009|30000016825|17
2009|30000019772|17
2009|30000008250|17
2009|30000027560|17
2009|30000020100|17
2009|720-0304793|17
2009|10000014761|17
2009|10000005547|17
2009|50000023079|17
2009|71635900004|16
2009|30000016288|16
2009|30000000313|16
2009|30000005568|16
2009|20002356925|16
2009|30000016546|16
2009|30000000156|16
2009|30000032974|15
2009|20000566243|15
2009|30000057240|15
2009|40000003401|15
2009|711-3332289|15
2009|40000004081|15
2009|30000001373|15
2009|10000022949|15
2009|10000016487|15
2009|30000008785|15
2009|30000011507|15
2009|30000004239|15
2009|10000022841|15
2009|30000000178|15
2009|50000003025|15
2009|30000001700|15
2009|50000024524|15
2009|50000066642|15
2009|30000022257|14
2009|30000026703|14
2009|30000018660|14
2009|30000011952|14
2009|30000032532|14
2009|30000001296|14
2009|30000020353|14
2009|30000034433|14
2009|30000001298|14
2009|30000005820|14
2009|30000009366|14
2009|50000067681|14
2009|10000015417|14
2009|20000697633|14
2009|10000009888|14
2009|30000015794|14
2009|20000989347|14
2009|10000016809|14
2009|10000000047|14
2009|76443809990|14
2009|30000009361|14
2009|30000022139|14
2009|10000014579|14
2009|20000035842|14
2009|30000057444|14
2009|10000024425|14
2009|40000004410|14
2009|30000025268|14
2009|20000028349|13
2009|30000014869|13
2009|30000001701|13
2009|30000008141|13
2009|10000023235|13
2009|10000014397|13
2009|40000014840|13
2009|30000006091|13
2009|30000016114|13
2009|30000027331|13
2009|30000025886|13
2009|30000023376|13
2009|30000028178|13
2009|30000001705|13
2009|10000020184|13
2009|20000374653|13
2009|10000021610|13
2009|30000027118|13
2009|30000022537|13
2009|10000018339|13
2009|30000013232|13
2009|30000000151|12
2009|50000004103|12
2009|30000012236|12
2009|30000017878|12
2009|30000034052|12
2009|30000004187|12
2009|20000060143|12
2009|10000006112|12
2009|30000015926|12
2009|10000002234|12
2009|30000015289|12
2009|720-4636482|12
2009|10000012523|12
2009|30000008871|12
2009|10000014599|12
2009|30000016175|12
2009|30000012181|12
2009|30000034591|12
2009|20000677644|12
2009|30000000182|12
2009|20000508355|12
2009|30000001426|11
2009|10000012132|11
2009|30000023137|11
2009|30000035320|11
2009|10000007225|11
2009|30000000803|11
2009|30000057213|11
2009|30000026955|11
2009|30000024957|11
2009|30000013876|11
2009|40000013138|11
2009|30000031203|11
2009|30000016959|11
2009|30000034121|11
2009|30000008526|11
2009|20000230535|11
2009|10000014532|11
2009|30000020568|11
2009|30000019753|11
2009|30000011432|11
2009|10000010536|11
2009|50000003576|11
2009|20000463650|11
2009|50000001853|11
2009|10000018178|11
2009|30000011580|11
2009|30000015934|11
2009|30000012614|11
2009|10000010807|11
2009|30000014273|11
2010|20002817118|554
2010|20002751986|268
2010|20002751762|178
2010|10000014740|174
2010|20002751810|159
2010|10000000001|135
2010|366-0422347|132
2010|20000860473|104
2010|20003106181|101
2010|20002751968|86
2010|20000902270|74
2010|20002751995|73
2010|20002752013|62
2010|20002752022|60
2010|20002751922|55
2010|20002751801|54
2010|362-1662612|51
2010|156-2350231|38
2010|20002750532|38
2010|325-1531922|37
2010|363-1131381|35
2010|20002751847|34
2010|20003380888|18
2010|20002750242|17
2010|30000000193|15
2010|20002752077|13
2010|20002752321|12
2010|10000013637|12
2010|77897900007|12
2010|722-3626426|11
2010|50000003025|11
2010|74856500006|11
2011|927-4318010|736
2011|956-1300879|242
2011|952-0278518|126
2011|10000014740|121
2011|980-0671537|117
2011|966-0422347|89
2011|952-0799008|71
2011|952-0609364|53
2011|720-1934942|48
2011|933-0995851|39
2011|722-3554558|38
2011|363-1131381|38
2011|956-1241990|34
2011|325-1531922|32
2011|927-4397485|31
2011|952-1690525|30
2011|952-0278491|27
2011|952-0572791|27
2011|362-1662612|24
2011|931-0890616|23
2011|30000000193|22
2011|10000013637|22
2011|961-0727921|21
2011|952-0278529|20
2011|762-0997810|20
2011|30000008232|17
2011|952-1494782|17
2011|952-0278534|16
2011|50000003025|14
2011|20000462756|12
2011|30000026799|12
2011|90000480228|12
2012|927-4318010|252
2012|10000014740|103
2012|966-0422347|94
2012|325-1531922|34
2012|980-0671537|32
2012|362-1662612|24
2012|50000003025|23
2012|762-0997810|22
2012|30000023152|19
2012|30000026799|18
2012|30000002315|17
2012|30000008232|17
2012|30000000193|14
2012|50000007916|13
2012|10000005203|13
2012|363-1131381|13
2012|50000066642|13
2012|30000022394|12
2012|20000539032|12
2012|30000011817|11
2013|10000014740|113
2013|966-0476202|93
2013|50000066752|54
2013|768-0309242|36
2013|30000008232|27
2013|30000016689|23
2013|50000003025|22
2013|325-1531922|21
2013|762-0997810|21
2013|362-1662612|20
2013|10000014206|19
2013|77635500004|12
2013|50000060058|12
2013|757-0907935|12
2013|20000462756|11
2013|30000023152|11
2013|30000029028|11
2013|30000002315|11
2014|10000014740|114
2014|50000066752|78
2014|30000016689|24
2014|20001014853|18
2014|30000008232|17
2014|720-1832276|16
2014|784-1040263|16
2014|720-8006279|11
2015|720-0304793|462
2015|50000066752|127
2015|711-3469077|125
2015|10000014740|80
2015|720-5238443|77
2015|720-8921389|59
2015|50000001747|40
2015|720-1255434|39
2015|30000016689|24
2015|20001014853|20
