year|concat|freq_pct|count
2004|30000011813|0.000011893974494680033353|4
2004|50000008323|0.000005946987247340016677|2
2004|71738100008|0.00013975420031249039|47
2004|30000015728|0.000002973493623670008338|1
2004|30000005702|0.000002973493623670008338|1
2004|733-0668958|0.000002973493623670008338|1
2004|30000005903|0.000002973493623670008338|1
2004|10000012467|0.000011893974494680033353|4
2004|40132999081|0.000005946987247340016677|2
2004|71756900000|0.000002973493623670008338|1
2004|77083400004|0.000002973493623670008338|1
2004|30000012610|0.000005946987247340016677|2
2004|10000024136|0.000002973493623670008338|1
2004|20000957757|0.000002973493623670008338|1
2004|77642300001|0.000002973493623670008338|1
2004|71541500004|0.000002973493623670008338|1
2004|50000063545|0.000002973493623670008338|1
2004|10000020078|0.000002973493623670008338|1
2004|20001844827|0.000005946987247340016677|2
2004|71412900001|0.000005946987247340016677|2
2004|77226000000|0.000026761442613030075044|9
2004|10000023063|0.000002973493623670008338|1
2004|30000027811|0.000008920480871010025015|3
2004|30000026962|0.000002973493623670008338|1
2004|20000820310|0.000002973493623670008338|1
2004|50000066325|0.000005946987247340016677|2
2004|30000000110|0.000002973493623670008338|1
2004|363-1131381|0.000080284327839090225133|27
2004|40000007547|0.000002973493623670008338|1
2004|20001844957|0.000002973493623670008338|1
2004|20002040961|0.000002973493623670008338|1
2004|20000576952|0.000005946987247340016677|2
2004|77375700007|0.000005946987247340016677|2
2004|77542800002|0.000002973493623670008338|1
2004|73839909994|0.000014867468118350041691|5
2004|30000009314|0.000002973493623670008338|1
2004|338-3589255|0.000002973493623670008338|1
2004|30000004239|0.000002973493623670008338|1
2004|71059700002|0.000002973493623670008338|1
2004|30000012606|0.000002973493623670008338|1
2004|30000018261|0.000002973493623670008338|1
2004|30000028178|0.000008920480871010025015|3
2004|20002041098|0.000002973493623670008338|1
2004|30000027397|0.000002973493623670008338|1
2004|362-1662612|0.000005946987247340016677|2
2004|30000002315|0.000005946987247340016677|2
2004|10000024171|0.000002973493623670008338|1
2004|30000015496|0.000002973493623670008338|1
2004|71020100005|0.000011893974494680033353|4
2004|71256700000|0.000002973493623670008338|1
2004|20000497039|0.000002973493623670008338|1
2004|20002040381|0.000002973493623670008338|1
2004|30000014974|0.000002973493623670008338|1
2004|795-2622032|0.000002973493623670008338|1
2004|70458600405|0.000002973493623670008338|1
2004|40000003870|0.000002973493623670008338|1
2004|20000509811|0.000005946987247340016677|2
2004|10000014294|0.000011893974494680033353|4
2004|40000003970|0.000002973493623670008338|1
2004|723-2425397|0.000038655417107710108398|13
2004|10000014740|0.000059469872473400166765|20
2004|30000001749|0.000002973493623670008338|1
2004|30000009123|0.000002973493623670008338|1
2004|30000035362|0.000002973493623670008338|1
2004|20000913940|0.000002973493623670008338|1
2004|77624400009|0.000002973493623670008338|1
2004|71795300001|0.000005946987247340016677|2
2004|10000017828|0.000002973493623670008338|1
2004|77289300004|0.000020814455365690058368|7
2004|30000021098|0.000002973493623670008338|1
2004|77499100008|0.000008920480871010025015|3
2004|77568300002|0.000002973493623670008338|1
2004|30000021292|0.000002973493623670008338|1
2004|30000002326|0.000002973493623670008338|1
2004|50000061077|0.000002973493623670008338|1
2004|736-1239445|0.000020814455365690058368|7
2004|30000017077|0.000002973493623670008338|1
2004|30000005602|0.000002973493623670008338|1
2004|77862800001|0.000002973493623670008338|1
2004|77082200001|0.000002973493623670008338|1
2004|30000010163|0.000002973493623670008338|1
2004|40000014177|0.000002973493623670008338|1
2004|20002598051|0.000002973493623670008338|1
2004|30000008120|0.000002973493623670008338|1
2004|30000008149|0.000002973493623670008338|1
2004|30000012614|0.000002973493623670008338|1
2004|71108800004|0.000002973493623670008338|1
2004|713-2868346|0.000011893974494680033353|4
2004|77885300000|0.000005946987247340016677|2
2004|30000000186|0.000005946987247340016677|2
2004|30000000895|0.000002973493623670008338|1
2004|10000016405|0.000002973493623670008338|1
2004|20003144576|0.000002973493623670008338|1
2004|30000016591|0.000005946987247340016677|2
2004|71206600009|0.000047575897978720133412|16
2004|77101800009|0.000002973493623670008338|1
2004|77428900001|0.000002973493623670008338|1
2004|10000013116|0.000002973493623670008338|1
2004|10000002571|0.000002973493623670008338|1
2004|77912100006|0.000002973493623670008338|1
2004|20000139843|0.000002973493623670008338|1
2004|77597300000|0.000002973493623670008338|1
2004|20000659855|0.000002973493623670008338|1
2004|20002041034|0.000005946987247340016677|2
2004|30000019744|0.000002973493623670008338|1
2004|20001942602|0.000002973493623670008338|1
2004|10000013918|0.000002973493623670008338|1
2004|71994700006|0.000014867468118350041691|5
2004|30000010956|0.000002973493623670008338|1
2004|77465600054|0.000008920480871010025015|3
2004|751-0003820|0.000056496378849730158427|19
2004|71261700007|0.000002973493623670008338|1
2004|10000015850|0.000002973493623670008338|1
2004|20000233031|0.000011893974494680033353|4
2004|30000019657|0.000005946987247340016677|2
2004|30000012441|0.000002973493623670008338|1
2004|10000015257|0.000002973493623670008338|1
2004|30000011394|0.000002973493623670008338|1
2004|77152500000|0.000002973493623670008338|1
2004|72064900008|0.000002973493623670008338|1
2004|10000006615|0.000002973493623670008338|1
2004|20001844920|0.000005946987247340016677|2
2004|30000020818|0.000008920480871010025015|3
2004|30000000292|0.000002973493623670008338|1
2004|30000034347|0.000002973493623670008338|1
2004|30000021498|0.000002973493623670008338|1
2004|30000025795|0.000002973493623670008338|1
2004|10000000209|0.000002973493623670008338|1
2004|77177000002|0.000002973493623670008338|1
2004|76443809990|0.000008920480871010025015|3
2004|77185200004|0.000008920480871010025015|3
2004|20002134936|0.000005946987247340016677|2
2004|30000027510|0.000005946987247340016677|2
2004|30000000057|0.000002973493623670008338|1
2004|30000010320|0.000074337340591750208457|25
2005|20001993734|0.000013714698503199748878|5
2005|756-2148606|0.000002742939700639949776|1
2005|20000139843|0.000002742939700639949776|1
2005|20000659855|0.000005485879401279899551|2
2005|10000017927|0.000010971758802559799103|4
2005|30000019744|0.000002742939700639949776|1
2005|71685500001|0.000002742939700639949776|1
2005|20001942602|0.000005485879401279899551|2
2005|30000010450|0.000002742939700639949776|1
2005|130-0199972|0.000002742939700639949776|1
2005|30000017676|0.000002742939700639949776|1
2005|30000008800|0.000002742939700639949776|1
2005|70536900124|0.000002742939700639949776|1
2005|71463600006|0.000016457638203839698654|6
2005|794-3338516|0.000002742939700639949776|1
2005|30000020818|0.000002742939700639949776|1
2005|748-1197207|0.000002742939700639949776|1
2005|30000034347|0.000002742939700639949776|1
2005|73447609992|0.000002742939700639949776|1
2005|786-0415227|0.000002742939700639949776|1
2005|30000005766|0.000002742939700639949776|1
2005|30000034087|0.000002742939700639949776|1
2005|76443809990|0.000005485879401279899551|2
2005|30000024957|0.000008228819101919849327|3
2005|77185300006|0.000005485879401279899551|2
2005|71259400007|0.000002742939700639949776|1
2005|71399000002|0.000002742939700639949776|1
2005|71999200003|0.000002742939700639949776|1
2005|77847700004|0.000002742939700639949776|1
2005|10000000024|0.000002742939700639949776|1
2005|30000011448|0.000002742939700639949776|1
2005|30000017967|0.000002742939700639949776|1
2005|30000009244|0.000002742939700639949776|1
2005|10000004596|0.000002742939700639949776|1
2005|10000014740|0.000032915276407679397308|12
2005|20003185841|0.000002742939700639949776|1
2005|30000035362|0.000002742939700639949776|1
2005|723-2425397|0.00011520346742687789|42
2005|30000035111|0.000005485879401279899551|2
2005|50000009643|0.000002742939700639949776|1
2005|20000861434|0.000002742939700639949776|1
2005|30000015794|0.000005485879401279899551|2
2005|77289300004|0.000002742939700639949776|1
2005|50000013271|0.000002742939700639949776|1
2005|77615600009|0.000008228819101919849327|3
2005|10000020184|0.000002742939700639949776|1
2005|30000000172|0.000005485879401279899551|2
2005|77125400007|0.000002742939700639949776|1
2005|20001881185|0.000085031130719838443046|31
2005|705-0560686|0.000030172336707039447532|11
2005|772-1521765|0.000002742939700639949776|1
2005|50000000102|0.000002742939700639949776|1
2005|77101800009|0.000074059371917278643943|27
2005|50000065513|0.000002742939700639949776|1
2005|77893700000|0.000002742939700639949776|1
2005|77912100006|0.000021943517605119598205|8
2005|713-2868346|0.000002742939700639949776|1
2005|71787400007|0.000002742939700639949776|1
2005|77280100005|0.000002742939700639949776|1
2005|77885300000|0.000005485879401279899551|2
2005|30000000186|0.000002742939700639949776|1
2005|30000026856|0.000002742939700639949776|1
2005|40000003019|0.000002742939700639949776|1
2005|20001445943|0.000002742939700639949776|1
2005|71283100000|0.000002742939700639949776|1
2005|30000017068|0.000002742939700639949776|1
2005|71471109991|0.000002742939700639949776|1
2005|73839909994|0.00018926283934415653|69
2005|30000013202|0.000002742939700639949776|1
2005|30000028178|0.000002742939700639949776|1
2005|40133222578|0.000008228819101919849327|3
2005|77143200009|0.000008228819101919849327|3
2005|77233200004|0.000005485879401279899551|2
2005|701-0726495|0.000005485879401279899551|2
2005|30000014769|0.000002742939700639949776|1
2005|10000024171|0.000002742939700639949776|1
2005|71256700000|0.000005485879401279899551|2
2005|30000033794|0.000002742939700639949776|1
2005|20000028349|0.000002742939700639949776|1
2005|593-0730212|0.000002742939700639949776|1
2005|30000027397|0.000002742939700639949776|1
2005|362-1662612|0.000005485879401279899551|2
2005|30000000193|0.000002742939700639949776|1
2005|77087500006|0.000002742939700639949776|1
2005|20000658924|0.000002742939700639949776|1
2005|20000933975|0.000002742939700639949776|1
2005|40000008050|0.000002742939700639949776|1
2005|20000509811|0.000005485879401279899551|2
