concat|count|first_lien_high|junior_lien_high|year
10000023160|1567|0|0|2004
74856500006|3000|0|0|2004
77564000004|258|0|0|2004
10000008531|257|0|0|2004
10000013044|2587|0|0|2004
30000000110|128|0|0|2004
77927200007|174|0|0|2004
10000015108|123|0|0|2004
50000024410|157|0|0|2004
30000034250|101|0|0|2004
20000169653|173|0|0|2004
73802909995|814|0|0|2004
20000659855|165|0|0|2004
20001942602|254|0|0|2004
532-0035805|102|0|0|2004
71686900001|179|0|0|2004
751-0003820|1091|0|0|2004
40911168981|115|0|0|2004
30000032185|112|0|0|2004
30000015019|250|0|0|2004
10000001316|348|0|0|2004
40000004072|446|0|0|2004
20000675332|247|0|0|2004
761-1355156|360|0|0|2004
40000007918|124|0|0|2004
40000016021|133|0|0|2004
76444009997|171|0|0|2004
71788100000|405|0|0|2004
10000024469|134|0|0|2004
10000000249|216|0|0|2004
77499100008|1733|0|0|2004
40000000880|699|0|0|2004
10000000869|2447|0|0|2004
338-3394926|195|0|0|2004
713-6131491|904|0|0|2004
77197000003|220|0|0|2004
20000817833|756|0|0|2004
20001088890|1356|0|0|2004
20000913940|141|0|0|2004
30000027135|176|0|0|2004
10000014761|2548|0|0|2004
20001010930|226|0|0|2004
754-1779092|499|0|0|2004
30000020001|215|0|0|2004
71998600000|123|0|0|2004
77979400002|2500|0|0|2004
30000011813|102|0|0|2004
10000001741|18360|0|0|2004
20002712969|446|0|0|2004
10000024444|189|0|0|2004
10000013349|860|0|0|2004
30000007799|171|0|0|2004
30000003514|160|0|0|2004
30000035362|344|0|0|2004
20001687453|167|0|0|2004
10000001354|264|0|0|2004
71704000009|295|0|0|2004
30000022584|186|0|0|2004
141-1704421|761|0|0|2004
74216200005|839|0|0|2004
30000024581|166|0|0|2004
71194900009|156|0|0|2004
736-4194242|686|0|0|2004
30000014149|100|0|0|2004
77638200000|138|0|0|2004
77289300004|255|0|0|2004
40481290152|176|0|0|2004
77006300002|127|0|0|2004
30000005702|123|0|0|2004
20000576710|342|0|0|2004
71412900001|110|0|0|2004
77915200006|317|0|0|2004
10000023446|647|0|0|2004
77162800002|1135|0|0|2004
20000233031|577|0|0|2004
10000013688|740|0|0|2004
71474600000|128|0|0|2004
10000004341|143|0|0|2004
50000066310|720|0|0|2004
30000017476|138|0|0|2004
71917700009|3117|0|0|2004
73027509990|1446|0|0|2004
20001644643|7475|0|0|2004
30000007468|327|0|0|2004
40000014640|129|0|0|2004
20001494240|283|0|0|2004
77629400000|124|0|0|2004
10000000024|1260|0|0|2004
30000030005|119|0|0|2004
10000000008|174|0|0|2004
20000509811|499|0|0|2004
71620300009|1332|0|0|2004
30000017266|210|0|0|2004
10000000200|763|0|0|2004
30000011063|102|0|0|2004
50000066449|133|0|0|2004
30000009846|1079|0|0|2004
10000023253|131|0|0|2004
736-1239445|478|0|0|2004
20000222147|139|0|0|2004
73919409997|627|0|0|2004
723-2425397|102|0|0|2005
73833009998|117|0|0|2005
10000015108|125|0|0|2005
40000004410|409|0|0|2005
77499100008|3006|0|0|2005
10000007745|541|0|0|2005
77952900006|548|0|0|2005
77197000003|125|0|0|2005
71620300009|1667|0|0|2005
30000001711|122|0|0|2005
10000004341|176|0|0|2005
77271100003|101|0|0|2005
10000018667|108|0|0|2005
532-0035805|661|0|0|2005
71917700009|969|0|0|2005
77638200000|169|0|0|2005
10000005552|144|0|0|2005
20001966578|159|0|0|2005
40593151342|149|0|0|2005
77056000000|225|0|0|2005
71756700009|184|0|0|2005
20000876634|205|0|0|2005
40481290152|235|0|0|2005
40000000880|446|0|0|2005
71194900009|264|0|0|2005
10000024096|112|0|0|2005
20002751986|109|0|0|2005
338-3394926|105|0|0|2005
20001072246|770|0|0|2005
77875200001|160|0|0|2005
20001644643|7164|0|0|2005
40000008534|268|0|0|2005
30000028178|184|0|0|2005
73802909995|510|0|0|2005
30000009846|1104|0|0|2005
77927200007|178|0|0|2005
75135809997|253|0|0|2005
10000001741|14500|0|0|2005
74216200005|1829|0|0|2005
20001993734|451|0|0|2005
761-1355156|596|0|0|2005
40000015642|604|0|0|2005
20000509811|396|0|0|2005
71757000009|106|0|0|2005
20000245333|225|0|0|2005
10000000001|2045|0|0|2005
50000067984|132|0|0|2005
20000233031|597|0|0|2005
10000008846|139|0|0|2005
20000576710|401|0|0|2005
20000659855|137|0|0|2005
20000169653|155|0|0|2005
30000032158|133|0|0|2005
77087500006|877|0|0|2005
77979400002|1300|0|0|2005
40000002794|201|0|0|2005
20002712969|525|0|0|2005
10000012132|145|0|0|2005
77915200006|218|0|0|2005
50000066449|162|0|0|2005
50000005536|171|0|0|2005
40000007101|168|0|0|2005
74856500006|133|133|0|2005
10000017437|152|0|0|2005
30000007468|289|0|0|2005
77426000000|145|0|0|2005
10000008531|369|0|0|2005
10000001354|268|0|0|2005
10000022311|117|0|0|2005
20001088890|1013|0|0|2005
71788100000|690|0|0|2005
20000913940|119|0|0|2005
10000000024|1859|0|0|2005
30000028489|294|0|0|2005
10000023892|250|0|0|2005
50000004915|150|0|0|2005
77071400009|185|0|0|2005
50000064759|106|0|0|2005
30000035362|326|0|0|2005
50000012067|267|0|0|2005
20000675332|544|0|0|2005
77081500008|124|0|0|2005
77245500008|134|0|0|2005
20001881185|992|0|0|2005
10000000249|190|0|0|2005
738-2359627|105|0|0|2005
30000020001|135|0|0|2005
10000024469|187|0|0|2005
20000222147|131|0|0|2005
40000014640|146|0|0|2005
736-3440533|278|0|0|2005
10000023160|373|0|0|2005
373-1374559|213|0|0|2005
10000013044|1104|0|0|2005
10000007431|235|0|0|2005
30000027135|141|0|0|2005
30000016889|150|0|0|2005
20003072606|242|0|0|2005
50000010754|121|0|0|2005
20000311845|127|0|0|2005
10000000869|2496|0|0|2005
10000014761|2408|0|0|2005
20001494240|276|0|0|2005
71261700007|170|0|0|2005
391-1168981|117|0|0|2005
20002576572|136|0|0|2005
30000007799|168|0|0|2005
40000008529|2239|0|0|2005
10000013688|496|0|0|2005
71704000009|224|0|0|2005
20003340967|109|0|0|2005
701-0764768|271|0|0|2005
40000006809|225|0|0|2005
76444009997|137|0|0|2005
40000003257|338|0|0|2005
40000017976|102|0|0|2005
30000026870|271|0|0|2005
71710100002|269|0|0|2005
74856500006|2100|0|0|2005
20001010930|154|0|0|2005
10000009541|139|0|0|2005
30000022584|185|0|0|2005
40000008412|1093|0|0|2005
30000015019|180|0|0|2005
40000012642|378|0|0|2005
10000020976|149|0|0|2005
40000004072|547|0|0|2005
77756600001|186|0|0|2005
50000066834|130|0|0|2005
40000007975|320|0|0|2005
20001445943|190|0|0|2005
77604800006|384|0|0|2005
30000024581|115|0|0|2005
30000017266|109|0|0|2005
75807009993|494|0|0|2005
30000027476|198|0|0|2005
10000014838|104|0|0|2005
50000066310|659|0|0|2005
77006300002|173|0|0|2005
77479600006|186|0|0|2005
40000008551|2630|0|0|2005
736-4194242|1080|0|0|2005
76411900018|145|0|0|2005
20000983448|554|0|0|2005
50000062604|145|0|0|2005
70471809999|139|0|0|2005
20001942602|127|0|0|2005
73027509990|1669|0|0|2005
10000017094|160|0|0|2005
40000006189|303|0|0|2005
72010300006|133|0|0|2005
72052000009|106|0|0|2005
10000024444|313|0|0|2005
10000013918|147|0|0|2005
30000017658|146|0|0|2005
754-1779092|228|0|0|2005
76478809997|194|0|0|2005
713-6131491|642|0|0|2005
30000003514|121|0|0|2005
77162800002|168|0|0|2005
10000007937|105|0|0|2005
77184500000|144|0|0|2005
40000017942|114|0|0|2005
30000005702|166|0|0|2005
77699300007|2079|0|0|2005
30000011813|192|0|0|2005
10000001316|108|0|0|2005
71522600000|273|0|0|2005
20002598051|350|0|0|2005
50000067173|101|0|0|2005
73919409997|1092|0|0|2005
720-1389558|2159|0|0|2005
10000023446|884|0|0|2005
184-1106939|107|0|0|2006
71556900003|772|0|0|2006
20000542649|173|0|0|2006
10000024141|229|0|0|2006
71522600000|152|0|0|2006
10000007745|543|0|0|2006
50000061315|127|0|0|2006
75807009993|472|0|0|2006
10000017437|146|0|0|2006
20002888798|150|0|0|2006
30000007468|201|0|0|2006
20001445943|127|0|0|2006
20000233031|203|0|0|2006
77107500004|121|0|0|2006
40000004410|410|0|0|2006
20000675332|636|0|0|2006
10000000249|180|0|0|2006
73919409997|1374|0|0|2006
10000024096|176|0|0|2006
10000023446|956|0|0|2006
70471809999|158|0|0|2006
40000003257|311|0|0|2006
20001966578|270|0|0|2006
10000024444|337|0|0|2006
10000013044|2220|0|0|2006
30000022584|217|0|0|2006
20000833271|105|0|0|2006
71620300009|888|0|0|2006
77900200006|189|0|0|2006
10000000001|695|0|0|2006
20000983448|394|0|0|2006
40000000880|414|0|0|2006
133-0970030|392|0|0|2006
752-2318771|211|0|0|2006
775-2820143|244|0|0|2006
20000576710|316|0|0|2006
50000012067|252|0|0|2006
77692500004|109|0|0|2006
752-1815063|185|0|0|2006
20001010930|135|0|0|2006
50000066310|591|0|0|2006
775-2723089|408|0|0|2006
73027509990|1758|0|0|2006
40000006189|132|0|0|2006
20001494240|241|0|0|2006
30000034250|190|0|0|2006
754-1779092|249|0|0|2006
20001942602|153|0|0|2006
20003072606|251|0|0|2006
10000004341|156|0|0|2006
71756900000|115|0|0|2006
77699300007|3785|0|0|2006
10000014761|468|0|0|2006
40000002794|394|0|0|2006
532-0035805|946|0|0|2006
10000020976|127|0|0|2006
77056000000|104|0|0|2006
40593151342|445|0|0|2006
30000003514|309|0|0|2006
50000068490|103|0|0|2006
77087500006|831|0|0|2006
30000032158|136|0|0|2006
71757000009|102|0|0|2006
30000057803|696|0|0|2006
50000062604|167|0|0|2006
30000016889|259|0|0|2006
10000023892|182|0|0|2006
20003382538|364|0|0|2006
20000169653|107|0|0|2006
77354100002|127|0|0|2006
720-1389558|3175|0|0|2006
40000004072|512|0|0|2006
20002751986|125|0|0|2006
71987400004|131|0|0|2006
10000023160|415|0|0|2006
20001644643|7480|0|0|2006
71194900009|158|0|0|2006
77162800002|1451|0|0|2006
40000014640|160|0|0|2006
50000067173|269|0|0|2006
20001072246|924|0|0|2006
30000090297|123|0|0|2006
20002712969|803|0|0|2006
77927200007|119|0|0|2006
373-1374559|107|0|0|2006
75135809997|482|0|0|2006
77006300002|110|0|0|2006
74216200005|1513|0|0|2006
775-2585326|1114|0|0|2006
10000014838|132|0|0|2006
77638200000|303|0|0|2006
10000009541|136|0|0|2006
30000007799|215|0|0|2006
30000035139|123|0|0|2006
77245500008|147|0|0|2006
77979400002|730|0|0|2006
713-6131491|888|0|0|2006
736-4194242|236|0|0|2006
40000007101|130|0|0|2006
761-1355156|596|0|0|2006
30000027476|138|0|0|2006
30000015019|145|0|0|2006
71261700007|227|0|0|2006
30000028489|239|0|0|2006
40000007975|386|0|0|2006
20001993734|398|0|0|2006
30000028178|120|0|0|2006
71845900003|183|0|0|2006
20000245333|242|0|0|2006
10000024469|284|0|0|2006
40000008551|1847|0|0|2006
30000011813|220|0|0|2006
40481290152|345|0|0|2006
10000000786|2391|0|0|2006
71710100002|332|0|0|2006
76444009997|141|0|0|2006
74856500006|2828|0|0|2006
72317700005|154|0|0|2006
77952900006|266|0|0|2006
77515900008|290|0|0|2006
30000035362|283|0|0|2006
20000876634|107|0|0|2006
30000017748|111|0|0|2006
20001088890|843|0|0|2006
71704000009|403|0|0|2006
10000013688|509|0|0|2006
20000222147|103|0|0|2006
70543609999|106|0|0|2006
10000017094|212|0|0|2006
50000010754|106|0|0|2006
30000005903|102|0|0|2006
10000007937|105|0|0|2006
10000001741|13463|0|0|2006
50000061447|188|0|0|2006
10000015108|123|0|0|2006
20000659855|205|0|0|2006
736-3440533|199|0|0|2006
72010300006|253|0|0|2006
50000024063|165|0|0|2006
40000008412|964|0|0|2006
77499100008|6452|0|0|2006
20001881185|828|0|0|2006
723-2425397|138|0|0|2006
77426000000|218|0|0|2006
10000005552|117|0|0|2006
50000066449|315|0|0|2006
30000005702|147|0|0|2006
30000009846|1122|0|0|2006
73833009998|103|0|0|2006
50000023042|197|0|0|2006
30000032489|103|0|0|2006
77187700001|101|0|0|2006
40000002738|126|0|0|2006
30000026870|110|0|0|2006
10000001354|250|0|0|2006
10000000024|2085|0|0|2006
10000013679|136|0|0|2006
71693600008|125|0|0|2006
30000017658|127|0|0|2006
20000509811|217|0|0|2006
30000017266|135|0|0|2006
10000008531|440|0|0|2006
50000004915|217|0|0|2006
30000021098|105|0|0|2006
50000024692|102|0|0|2006
752-1815063|134|0|0|2007
72323700008|139|0|0|2007
77545800001|166|0|0|2007
10000004341|106|0|0|2007
10000009541|124|0|0|2007
30000028489|187|0|0|2007
75135809997|455|0|0|2007
71710100002|181|0|0|2007
30000057803|470|0|0|2007
40000002738|164|0|0|2007
50000066449|223|0|0|2007
50000024692|131|0|0|2007
40000000880|481|0|0|2007
40000008551|1747|0|0|2007
77638200000|368|0|0|2007
30000035362|307|0|0|2007
77499100008|10320|0|0|2007
40000006189|162|0|0|2007
20000983448|361|0|0|2007
71522600000|221|0|0|2007
10000000249|230|0|0|2007
50000024003|104|0|0|2007
358-0692236|118|0|0|2007
20000876634|102|0|0|2007
20000501105|309|0|0|2007
30000027476|133|0|0|2007
20001010930|126|0|0|2007
10000013688|569|0|0|2007
30000035139|107|0|0|2007
10000001741|12253|0|0|2007
77245500008|230|0|0|2007
77162800002|836|0|0|2007
30000032158|138|0|0|2007
775-2731588|247|0|0|2007
10000017437|162|0|0|2007
77354100002|110|0|0|2007
10000024469|386|0|0|2007
50000024063|149|0|0|2007
20000542649|177|0|0|2007
10000024096|154|0|0|2007
10000023160|264|0|0|2007
71693600008|144|0|0|2007
40000018039|3076|0|0|2007
74216200005|1097|0|0|2007
77632300003|268|0|0|2007
10000014838|125|0|0|2007
10000013679|144|0|0|2007
30000007468|144|0|0|2007
75807009993|321|0|0|2007
20002751986|149|0|0|2007
723-2425397|162|0|0|2007
20000675332|158|0|0|2007
30000016889|274|0|0|2007
20002712969|950|0|0|2007
154-1335249|132|0|0|2007
775-2585326|129|0|0|2007
20000233031|191|0|0|2007
72317700005|107|0|0|2007
20000222147|111|0|0|2007
77087500006|753|0|0|2007
10000000024|2399|0|0|2007
50000061315|148|0|0|2007
40000006707|165|0|0|2007
20001072246|944|0|0|2007
30000026962|100|0|0|2007
30000017658|108|0|0|2007
77386000006|114|0|0|2007
30000011813|423|0|0|2007
40000014470|103|0|0|2007
772-1571117|149|0|0|2007
30000017476|120|0|0|2007
10000013044|3449|0|0|2007
720-0214266|112|0|0|2007
20000509811|222|0|0|2007
30000007799|172|0|0|2007
50000005536|229|0|0|2007
532-0035805|1374|0|0|2007
50000061447|126|0|0|2007
40000007975|381|0|0|2007
20000576710|182|0|0|2007
713-6131491|455|0|0|2007
30000000193|116|0|0|2007
20003382538|279|0|0|2007
10000014761|203|0|0|2007
30000028178|107|0|0|2007
40000014640|151|0|0|2007
30000034250|251|0|0|2007
40000004410|202|0|0|2007
71987400004|262|0|0|2007
30000032489|130|0|0|2007
50000004915|133|0|0|2007
10000024571|181|0|0|2007
77107500004|148|0|0|2007
20000991340|110|0|0|2007
20003072606|228|0|0|2007
20001494240|201|0|0|2007
20001644643|5785|0|0|2007
71845900003|252|0|0|2007
720-1389558|932|0|0|2007
50000062604|122|0|0|2007
20003197956|138|0|0|2007
10000023446|904|0|0|2007
30000005702|178|0|0|2007
76443809990|120|0|0|2007
50000068490|196|0|0|2007
761-1355156|637|0|0|2007
74856500006|8693|0|0|2007
10000023695|104|0|0|2007
77426000000|160|0|0|2007
40000002794|466|0|0|2007
40000003309|107|0|0|2007
20001445943|128|0|0|2007
50000060042|100|0|0|2007
40000008083|112|0|0|2007
10000000786|3101|0|0|2007
50000066310|652|0|0|2007
20001881185|323|0|0|2007
30000026849|116|0|0|2007
77184500000|470|0|0|2007
20002713368|135|0|0|2007
50000003238|113|0|0|2007
40593151342|142|0|0|2007
30000003514|333|0|0|2007
10000017094|153|0|0|2007
10000023892|243|0|0|2007
40000008412|1941|0|0|2007
70543609999|153|0|0|2007
30000009846|1180|0|0|2007
10000001316|167|0|0|2007
76411900018|153|0|0|2007
184-1106939|167|0|0|2007
10000000001|318|0|0|2007
754-1779092|886|0|0|2007
10000007745|690|0|0|2007
73027509990|1452|0|0|2007
40481290152|344|0|0|2007
20000659855|211|0|0|2007
71704000009|375|0|0|2007
70471809999|245|0|0|2007
10000008531|455|0|0|2007
77515900008|699|0|0|2007
77269800002|114|0|0|2007
30000015019|134|0|0|2007
71261700007|142|0|0|2007
50000012067|186|0|0|2007
10000001354|203|0|0|2007
40000007101|101|0|0|2007
30000020504|131|0|0|2007
10000024444|162|0|0|2007
72052000009|120|0|0|2007
116-1245395|114|0|0|2008
20001881185|100|0|0|2008
77515900008|1042|0|0|2008
40000008083|130|0|0|2008
30000011813|368|0|0|2008
723-2969232|218|0|0|2008
30000003514|220|0|0|2008
50000005536|202|0|0|2008
77638200000|318|0|0|2008
74216200005|633|0|0|2008
50000024003|150|0|0|2008
73802909995|182|0|0|2008
10000000001|120|0|0|2008
40000008412|1279|0|0|2008
71693600008|143|0|0|2008
77087500006|479|0|0|2008
20001445943|146|0|0|2008
532-0035805|1160|0|0|2008
30000035362|314|0|0|2008
30000000193|157|0|0|2008
10000000249|223|0|0|2008
40000014640|155|0|0|2008
10000007745|470|0|0|2008
30000015019|121|0|0|2008
10000000024|2370|0|0|2008
154-1335249|123|0|0|2008
10000001354|112|0|0|2008
71845900003|224|0|0|2008
754-1779092|1531|0|0|2008
10000020976|118|0|0|2008
10000001741|6039|0|0|2008
10000023446|441|0|0|2008
70471809999|306|0|0|2008
20000501105|305|0|0|2008
70543609999|114|0|0|2008
10000000786|1775|0|0|2008
71235100002|118|0|0|2008
10000024096|188|0|0|2008
30000032489|122|0|0|2008
50000061315|111|0|0|2008
71261700007|247|0|0|2008
30000026849|109|0|0|2008
20000659855|232|0|0|2008
73027509990|600|0|0|2008
30000032158|149|0|0|2008
20000983448|172|0|0|2008
50000066595|102|0|0|2008
50000066310|841|0|0|2008
71392000005|141|0|0|2008
20000675332|107|0|0|2008
71522600000|290|0|0|2008
20002736451|157|0|0|2008
10000013044|1699|0|0|2008
723-2425397|158|0|0|2008
30000027476|134|0|0|2008
40000002738|107|0|0|2008
77499100008|12058|0|0|2008
30000017658|111|0|0|2008
30000009846|1025|0|0|2008
10000013688|705|0|0|2008
20001072246|650|0|0|2008
30000009609|192|0|0|2008
74856500006|2359|0|0|2008
30000016889|379|0|0|2008
10000008531|414|0|0|2008
20003072606|160|0|0|2008
50000003238|135|0|0|2008
40481290152|196|0|0|2008
40000000880|251|0|0|2008
20000542649|112|0|0|2008
30000057803|571|0|0|2008
50000024692|133|0|0|2008
20001494240|150|0|0|2008
50000068490|198|0|0|2008
30000001711|119|0|0|2008
72052000009|154|0|0|2008
75807009993|235|0|0|2008
71987400004|291|0|0|2008
30000035139|124|0|0|2008
772-1571117|223|0|0|2008
20002712969|533|0|0|2008
30000005702|246|0|0|2008
50000060042|100|0|0|2008
30000034250|173|0|0|2008
77162800002|792|0|0|2008
77426000000|148|0|0|2008
77386000006|102|0|0|2008
77245500008|171|0|0|2008
40000002794|367|0|0|2008
77184500000|442|0|0|2008
72323700008|109|0|0|2008
20000509811|225|0|0|2008
30000028489|179|0|0|2008
184-1106939|115|0|0|2008
30000020504|136|0|0|2008
30000005716|102|0|0|2008
77107500004|129|0|0|2008
71390800005|124|0|0|2008
40000018039|6167|0|0|2008
30000033844|136|0|0|2008
775-2888829|225|0|0|2009
10000023446|665|0|0|2009
30000003514|175|0|0|2009
733-0975529|165|0|0|2009
722-3554558|589|0|0|2009
50000024692|126|0|0|2009
20000659855|277|0|0|2009
10000001354|198|0|0|2009
40000008039|172|0|0|2009
30000011813|295|0|0|2009
10000013679|139|0|0|2009
10000001741|8772|0|0|2009
50000005536|208|0|0|2009
20002712969|560|0|0|2009
20001072246|660|0|0|2009
77110800000|114|0|0|2009
736-4327855|1051|0|0|2009
40000007101|113|0|0|2009
761-1355156|157|0|0|2009
72323700008|103|0|0|2009
10000015108|106|0|0|2009
30000033844|104|0|0|2009
40000008412|639|0|0|2009
40000002794|244|0|0|2009
20000311845|624|0|0|2009
10000001316|1592|0|0|2009
71693600008|291|0|0|2009
754-1779092|554|0|0|2009
30000005702|129|0|0|2009
10000013688|229|0|0|2009
20002713368|173|0|0|2009
30000000193|154|0|0|2009
20001445943|114|0|0|2009
40000006707|223|0|0|2009
30000057803|451|0|0|2009
10000023695|120|0|0|2009
77245500008|191|0|0|2009
50000060042|103|0|0|2009
76430800000|192|0|0|2009
50000024382|399|0|0|2009
30000009846|1333|0|0|2009
73027509990|446|0|0|2009
20000233031|229|0|0|2009
20000074140|125|0|0|2009
40000014640|135|0|0|2009
30000022257|102|0|0|2009
74856500006|1988|0|0|2009
754-2161565|283|0|0|2009
30000027510|111|0|0|2009
20000675332|111|0|0|2009
30000035362|669|0|0|2009
70471809999|831|0|0|2009
72052000009|131|0|0|2009
30000017266|198|0|0|2009
77107500004|228|0|0|2009
77638200000|293|0|0|2009
50000062604|154|0|0|2009
30000020504|112|0|0|2009
50000066310|779|0|0|2009
77499100008|6884|0|0|2009
786-0415227|124|0|0|2009
20000509811|269|0|0|2009
50000068490|136|0|0|2009
20002888798|138|0|0|2009
10000000024|2279|0|0|2009
30000032489|217|0|0|2009
30000034250|173|0|0|2009
20003072606|266|0|0|2009
10000024096|143|0|0|2009
10000008531|361|0|0|2009
77515900008|200|0|0|2009
50000004915|118|0|0|2009
10000023743|492|0|0|2009
10000000249|195|0|0|2009
71987400004|442|0|0|2009
77087500006|290|0|0|2009
30000016889|363|0|0|2009
50000024003|125|0|0|2009
40000000880|121|0|0|2009
20002736451|195|0|0|2009
10000013044|5945|0|0|2009
10000007745|483|0|0|2009
30000027476|100|0|0|2009
775-2585326|145|0|0|2009
768-0309242|103|0|0|2009
77386000006|104|0|0|2009
40000018039|1469|0|0|2009
10000013679|179|0|0|2010
10000013044|5316|0|0|2010
10000008531|410|0|0|2010
30000009846|1375|0|0|2010
10000013688|104|0|0|2010
30000017266|165|0|0|2010
50000024382|212|0|0|2010
30000020504|164|0|0|2010
20000509811|176|0|0|2010
30000000172|105|0|0|2010
775-2694910|348|0|0|2010
10000001316|888|0|0|2010
74856500006|193|0|0|2010
50000024692|109|0|0|2010
20000542649|103|0|0|2010
30000003514|159|0|0|2010
73027509990|413|0|0|2010
10000000001|11277|0|0|2010
77638200000|432|0|0|2010
77162800002|161|0|0|2010
50000066310|569|0|0|2010
10000000024|1455|0|0|2010
10000000249|387|0|0|2010
761-1355156|117|0|0|2010
40000007101|136|0|0|2010
73802909995|600|0|0|2010
30000000193|128|0|0|2010
10000023446|1085|0|0|2010
77087500006|201|0|0|2010
10000014761|153|0|0|2010
20000233031|410|0|0|2010
30000005903|112|0|0|2010
10000009179|104|0|0|2010
30000000877|112|0|0|2010
20003072606|259|0|0|2010
10000023695|100|0|0|2010
30000015932|148|0|0|2010
71987400004|221|0|0|2010
30000022257|208|0|0|2010
10000007745|634|0|0|2010
76430800000|151|0|0|2010
77245500008|108|0|0|2010
30000032489|234|0|0|2010
20000501105|110|0|0|2010
20001494240|110|0|0|2010
722-3554558|399|0|0|2010
30000028178|100|0|0|2010
50000024003|112|0|0|2010
70471809999|910|0|0|2010
77516800003|134|0|0|2010
30000019744|110|0|0|2010
775-2585326|276|0|0|2010
20001072246|569|0|0|2010
50000062604|122|0|0|2010
20002712969|675|0|0|2010
20000675332|235|0|0|2010
30000015934|108|0|0|2010
20001010930|102|0|0|2010
77515900008|128|0|0|2010
30000012437|218|0|0|2010
30000000873|185|0|0|2010
399-0035362|172|0|0|2010
10000023892|101|0|0|2010
20000074140|133|0|0|2010
30000011813|498|0|0|2010
20000659855|252|0|0|2010
10000023743|222|0|0|2010
30000016889|384|0|0|2010
754-1779092|1404|0|0|2010
10000024096|193|0|0|2010
50000005536|150|0|0|2010
40000006707|299|0|0|2010
30000015934|145|0|0|2011
30000016780|105|0|0|2011
20001445943|102|0|0|2011
50000024382|449|0|0|2011
90002253891|120|0|0|2011
90000233031|268|0|0|2011
762-0997810|250|0|0|2011
763-1052225|186|0|0|2011
50000062604|173|0|0|2011
20000659855|257|0|0|2011
20000542649|102|0|0|2011
775-2694910|587|0|0|2011
954-0259290|484|0|0|2011
30000032489|237|0|0|2011
90002777650|115|0|0|2011
791-1319527|318|0|0|2011
30000021292|123|0|0|2011
50000062504|101|0|0|2011
752-2321476|299|0|0|2011
90000617677|219|0|0|2011
90000675332|526|0|0|2011
722-3039688|110|0|0|2011
90001189117|456|0|0|2011
77638200000|339|0|0|2011
90000656377|125|0|0|2011
10000013918|152|0|0|2011
931-1197926|652|0|0|2011
90002582023|1409|0|0|2011
30000022257|237|0|0|2011
90000501105|139|0|0|2011
90000339858|423|0|0|2011
90000852320|1725|0|0|2011
30000012437|220|0|0|2011
90000311845|152|0|0|2011
90003284070|160|0|0|2011
20000509811|222|0|0|2011
90000606046|518|0|0|2011
90000804963|151|0|0|2011
90000817824|822|0|0|2011
90000012311|391|0|0|2011
73802909995|831|0|0|2011
10000009179|109|0|0|2011
10000706707|120|0|0|2011
10000008531|431|0|0|2011
90000451965|10868|0|0|2011
90000504713|1606|0|0|2011
10000000249|279|0|0|2011
90000497404|288|0|0|2011
761-1355156|123|0|0|2011
