concat|count|first_lien_high|junior_lien_high|year
30000020504|138|0|0|2011
70471809999|803|0|0|2011
73027509990|268|0|0|2011
50000024692|121|0|0|2011
30000028178|113|0|0|2011
30000059010|132|0|0|2011
20002353595|139|0|0|2011
76443809990|113|0|0|2011
90000143662|204|0|0|2011
30000000877|127|0|0|2011
722-3554558|1159|0|0|2011
30000016889|350|0|0|2011
90000395238|182|0|0|2011
90000480228|3077|0|0|2011
30000015932|139|0|0|2011
30000032158|222|0|0|2011
938-3615473|180|0|0|2011
77516800003|145|0|0|2011
90000280110|169|0|0|2011
775-2585326|278|0|0|2011
90000233031|299|0|0|2012
30000021292|127|0|0|2012
727-0730985|120|0|0|2012
938-3615473|251|0|0|2012
50000011570|112|0|0|2012
90000311845|246|0|0|2012
30000007468|201|0|0|2012
20000012946|114|0|0|2012
90000917742|142|0|0|2012
775-2585326|239|0|0|2012
10000008531|596|0|0|2012
90000501105|142|0|0|2012
90000852320|1788|0|0|2012
30000032489|593|0|0|2012
30000016191|115|0|0|2012
20000542649|118|0|0|2012
30000013425|117|0|0|2012
50000024382|577|0|0|2012
90000339858|540|0|0|2012
90000456960|119|0|0|2012
30000019744|112|0|0|2012
90001004368|117|0|0|2012
90000675332|646|0|0|2012
90000606046|524|0|0|2012
90000276579|101|0|0|2012
77976700006|103|0|0|2012
30000032158|317|0|0|2012
90000617677|578|0|0|2012
77516800003|179|0|0|2012
30000000877|135|0|0|2012
10000000047|113|0|0|2012
90000504713|1605|0|0|2012
90000497404|394|0|0|2012
77071400009|136|0|0|2012
30000022257|276|0|0|2012
30000015932|158|0|0|2012
30000020504|147|0|0|2012
30000015934|128|0|0|2012
762-0997810|420|0|0|2012
90003284070|252|0|0|2012
90000395238|201|0|0|2012
70471809999|1160|0|0|2012
90000804963|222|0|0|2012
20002353595|122|0|0|2012
954-0259290|409|0|0|2012
73027509990|234|0|0|2012
30000016889|338|0|0|2012
30000059010|116|0|0|2012
50000024692|162|0|0|2012
10000706707|145|0|0|2012
30000027476|126|0|0|2012
90000451965|12857|0|0|2012
10000009179|170|0|0|2012
20000636771|133|0|0|2012
30000012437|241|0|0|2012
20000659855|316|0|0|2012
90000075633|138|0|0|2012
775-2694910|640|0|0|2012
50000061315|160|0|0|2012
90000817824|1154|0|0|2012
931-1197926|728|0|0|2012
10000700057|104|0|0|2012
90002582023|1787|0|0|2012
76443809990|191|0|0|2012
30000028178|141|0|0|2012
722-3554558|1667|0|0|2012
20002967349|107|0|0|2012
90000143662|512|0|0|2012
90001189117|334|0|0|2012
20000509811|213|0|0|2012
72149009991|291|0|0|2012
761-1355156|193|0|0|2012
73802909995|291|0|0|2012
50000062604|200|0|0|2012
10000707101|128|0|0|2012
90000012311|481|0|0|2012
90000480228|589|0|0|2012
795-2960716|416|0|0|2012
768-0151632|130|0|0|2012
30000005903|101|0|0|2012
90000280110|473|0|0|2012
752-2321476|369|0|0|2012
90000379920|491|0|0|2012
763-1052225|239|0|0|2012
30000016780|109|0|0|2012
90000972590|209|0|0|2013
90000143662|640|0|0|2013
50000003238|110|0|0|2013
30000012437|283|0|0|2013
20002353595|138|0|0|2013
90000804963|249|0|0|2013
90000456960|102|0|0|2013
70471809999|1182|0|0|2013
763-1052225|184|0|0|2013
30000020504|143|0|0|2013
90000075633|205|0|0|2013
30000016889|319|0|0|2013
30000013425|138|0|0|2013
30000016191|130|0|0|2013
77516800003|436|0|0|2013
768-0309242|131|0|0|2013
938-3615473|330|0|0|2013
30000027476|114|0|0|2013
10000706707|143|0|0|2013
30000007468|118|0|0|2013
50000061315|181|0|0|2013
20000509811|204|0|0|2013
30000032489|694|0|0|2013
20000542649|104|0|0|2013
10000009179|183|0|0|2013
77071400009|126|0|0|2013
90001004368|112|0|0|2013
50000024692|122|0|0|2013
90001189117|1043|0|0|2013
90000339858|477|0|0|2013
90000501105|146|0|0|2013
90000012311|646|0|0|2013
50000024524|103|0|0|2013
90000656377|109|0|0|2013
775-2694910|431|0|0|2013
90000395238|173|0|0|2013
20000636771|122|0|0|2013
90000233031|264|0|0|2013
50000068490|123|0|0|2013
931-1197926|899|0|0|2013
727-0730985|161|0|0|2013
72149009991|314|0|0|2013
722-3039688|301|0|0|2013
20000659855|288|0|0|2013
90000379920|391|0|0|2013
30000028178|112|0|0|2013
722-3554558|3454|0|0|2013
30000015934|123|0|0|2013
768-0151632|207|0|0|2013
761-1355156|111|0|0|2013
90000617677|713|0|0|2013
10000008531|700|0|0|2013
30000016780|100|0|0|2013
50000011570|118|0|0|2013
90000480228|1528|0|0|2013
90000675332|652|0|0|2013
795-2960716|205|0|0|2013
90000497404|372|0|0|2013
90000311845|276|0|0|2013
762-0997810|645|0|0|2013
752-2321476|511|0|0|2013
30000015219|101|0|0|2013
10000700057|101|0|0|2013
73027509990|488|0|0|2013
30000028489|116|0|0|2013
90000817824|1731|0|0|2013
90000917742|185|0|0|2013
722-3887207|175|0|0|2013
720-8745846|103|0|0|2013
90000146672|108|0|0|2013
30000015932|169|0|0|2013
20002736451|124|0|0|2013
50000024382|1158|0|0|2013
775-2921540|628|0|0|2013
90000852320|1873|0|0|2013
30000022257|251|0|0|2013
775-2585326|271|0|0|2013
588-0500878|131|0|0|2013
90000606046|434|0|0|2013
20000456045|122|0|0|2013
90000280110|219|0|0|2013
76443809990|293|0|0|2013
30000000877|121|0|0|2013
954-0259290|383|0|0|2013
90000504713|3085|0|0|2013
711-3654971|103|0|0|2013
30000021292|196|0|0|2013
50000024003|187|0|0|2013
30000032158|390|0|0|2013
30000030788|108|0|0|2013
90000451965|12432|0|0|2013
761-1355156|153|0|0|2014
90000617677|804|0|0|2014
720-8745846|307|0|0|2014
90000379920|242|0|0|2014
90000808176|158|0|0|2014
90001189117|712|0|0|2014
768-0151632|238|0|0|2014
90000012311|434|0|0|2014
30000016191|124|0|0|2014
90000606046|175|0|0|2014
50000024692|117|0|0|2014
90000972590|127|0|0|2014
701-0726495|106|0|0|2014
780-0233937|255|0|0|2014
90000233031|246|0|0|2014
30000032489|418|0|0|2014
30000013425|154|0|0|2014
90000504713|1631|0|0|2014
73027509990|244|0|0|2014
77516800003|730|0|0|2014
90000852320|1446|0|0|2014
20000659855|331|0|0|2014
90000339858|384|0|0|2014
762-0997810|436|0|0|2014
90000075633|209|0|0|2014
30000030788|136|0|0|2014
90000451965|5389|0|0|2014
954-0259290|291|0|0|2014
90000804963|124|0|0|2014
999-0032158|115|0|0|2014
90000395238|109|0|0|2014
752-2321476|159|0|0|2014
90000280110|409|0|0|2014
90000480228|655|0|0|2014
90000143662|586|0|0|2014
30000012437|221|0|0|2014
30000027476|109|0|0|2014
733-0865281|141|0|0|2014
10000009179|149|0|0|2014
90000917742|117|0|0|2014
10000008531|516|0|0|2014
72149009991|169|0|0|2014
775-2921540|479|0|0|2014
76443809990|447|0|0|2014
722-3554558|2706|0|0|2014
10000025080|127|0|0|2014
90000497404|312|0|0|2014
50000024003|154|0|0|2014
722-3039688|1368|0|0|2014
30000015219|110|0|0|2014
711-3412303|229|0|0|2014
50000024382|761|0|0|2014
775-2585326|180|0|0|2014
726-2049351|192|0|0|2014
791-1374387|118|0|0|2014
50000061315|138|0|0|2014
726-4599244|1369|0|0|2014
90000501105|192|0|0|2014
20000012946|100|0|0|2014
90000817824|1162|0|0|2014
90000675332|872|0|0|2014
795-2960716|127|0|0|2014
70471809999|1063|0|0|2014
768-0309242|253|0|0|2014
938-3615473|191|0|0|2014
50000024524|122|0|0|2014
20000542649|125|0|0|2014
30000016889|214|0|0|2014
50000011570|114|0|0|2014
90000311845|122|0|0|2014
777-0605392|154|0|0|2014
20000509811|201|0|0|2014
30000021292|136|0|0|2014
931-1197926|541|0|0|2014
30000015932|132|0|0|2014
90000075633|279|0|0|2015
50000024382|535|0|0|2015
30000028489|131|0|0|2015
775-3170028|369|0|0|2015
90000606046|129|0|0|2015
761-1355156|196|0|0|2015
90000497404|293|0|0|2015
938-3615473|229|0|0|2015
50000024003|173|0|0|2015
90000379920|173|0|0|2015
50000066595|130|0|0|2015
768-0151632|310|0|0|2015
73027509990|138|0|0|2015
30000027476|142|0|0|2015
20000542649|143|0|0|2015
30000016191|130|0|0|2015
90000143662|800|0|0|2015
954-0259290|265|0|0|2015
20000659855|271|0|0|2015
733-0419992|101|0|0|2015
90000480228|408|0|0|2015
90000339858|342|0|0|2015
90000917742|110|0|0|2015
90000280110|381|0|0|2015
762-0997810|195|0|0|2015
10000022311|115|0|0|2015
50000061315|116|0|0|2015
726-4599244|233|0|0|2015
738-2699549|181|0|0|2015
720-8745846|714|0|0|2015
50000002540|144|0|0|2015
90000675332|885|0|0|2015
775-2585326|164|0|0|2015
77162800002|141|0|0|2015
30000013425|186|0|0|2015
780-0233937|296|0|0|2015
90000012311|507|0|0|2015
722-3554558|2437|0|0|2015
90000808176|176|0|0|2015
90000451965|5172|0|0|2015
30000021292|144|0|0|2015
733-0865281|142|0|0|2015
50000024524|110|0|0|2015
30000012437|236|0|0|2015
90000804963|162|0|0|2015
90000617677|947|0|0|2015
701-0726495|426|0|0|2015
90000504713|1830|0|0|2015
30000032489|546|0|0|2015
30000016889|185|0|0|2015
90000852320|1343|0|0|2015
20002888798|191|0|0|2015
722-3039688|1421|0|0|2015
734-2000096|144|0|0|2015
77516800003|1210|0|0|2015
72149009991|351|0|0|2015
10000025080|139|0|0|2015
777-0605392|196|0|0|2015
10000008531|528|0|0|2015
747-0376012|102|0|0|2015
20000012946|113|0|0|2015
90000233031|186|0|0|2015
20000509811|205|0|0|2015
791-1374387|169|0|0|2015
30000015219|133|0|0|2015
50000024831|347|0|0|2015
90000817824|1107|0|0|2015
705-0402708|224|0|0|2015
50000068490|148|0|0|2015
711-3412303|493|0|0|2015
90000311845|348|0|0|2015
77257500009|296|0|0|2015
773-1545233|144|0|0|2015
741-1795868|891|0|0|2015
763-1052225|167|0|0|2015
776-0503625|109|0|0|2015
786-0415227|127|0|0|2015
726-0360466|125|0|0|2015
30000011444|104|0|0|2015
90001189117|705|0|0|2015
50000011570|124|0|0|2015
768-0309242|240|0|0|2015
752-2321476|582|0|0|2015
90000501105|210|0|0|2015
775-2921540|820|0|0|2015
70471809999|1549|0|0|2015
30000007468|125|0|0|2015
50000024692|132|0|0|2015
711-3654971|101|0|0|2015
713-6131491|362|0|0|2015
10000009179|185|0|0|2015
90000972590|129|0|0|2015
77992700007|126|0|0|2015
931-1197926|478|0|0|2015
30000030788|108|0|0|2015
76443809990|700|0|0|2015
10000706707|123|0|0|2016
734-2000096|109|0|0|2016
90000276579|162|0|0|2016
762-0997810|258|0|0|2016
30000057633|119|0|0|2016
70471809999|2030|0|0|2016
720-2715422|117|0|0|2016
30000028489|152|0|0|2016
90000804963|181|0|0|2016
50000061315|110|0|0|2016
90000852320|1170|0|0|2016
775-3170028|594|0|0|2016
30000012437|330|0|0|2016
90000379920|121|0|0|2016
77992700007|273|0|0|2016
30000032489|644|0|0|2016
705-0402708|167|0|0|2016
90000233031|181|0|0|2016
50000066595|114|0|0|2016
783-0171636|101|0|0|2016
720-1832276|269|0|0|2016
752-2321476|329|0|0|2016
786-0415227|244|0|0|2016
71635900004|104|0|0|2016
748-1148159|128|0|0|2016
531-1690008|173|0|0|2016
90000311845|355|0|0|2016
90000917742|118|0|0|2016
10000025080|300|0|0|2016
795-4866828|102|0|0|2016
722-3554558|2291|0|0|2016
711-3412303|985|0|0|2016
77257500009|305|0|0|2016
768-0309242|210|0|0|2016
922-3039688|2506|0|0|2016
773-1545233|215|0|0|2016
50000024831|322|0|0|2016
77516800003|1239|0|0|2016
20000542649|147|0|0|2016
954-0259290|330|0|0|2016
90000617677|1007|0|0|2016
30000021292|142|0|0|2016
90000480228|238|0|0|2016
50000024003|130|0|0|2016
768-0151632|300|0|0|2016
50000011570|117|0|0|2016
10000008531|556|0|0|2016
701-0726495|549|0|0|2016
10000024671|101|0|0|2016
30000013425|135|0|0|2016
938-3615473|203|0|0|2016
90000075633|317|0|0|2016
72149009991|299|0|0|2016
775-2921540|570|0|0|2016
780-0233937|185|0|0|2016
931-1197926|430|0|0|2016
90000280110|341|0|0|2016
726-0362771|138|0|0|2016
50000068490|170|0|0|2016
20000509811|183|0|0|2016
90000143662|1020|0|0|2016
783-0310268|114|0|0|2016
30000016191|106|0|0|2016
90001189117|694|0|0|2016
77162800002|116|0|0|2016
777-0605392|535|0|0|2016
50000002540|120|0|0|2016
50000024382|353|0|0|2016
784-1564935|101|0|0|2016
720-8745846|1580|0|0|2016
734-1716542|159|0|0|2016
90000972590|100|0|0|2016
50000024524|113|0|0|2016
20000659855|219|0|0|2016
90000339858|316|0|0|2016
90000501105|152|0|0|2016
77505400005|130|0|0|2016
791-1374387|239|0|0|2016
90000675332|1082|0|0|2016
90000817824|876|0|0|2016
90000012311|513|0|0|2016
720-8921389|305|0|0|2016
726-4599244|191|0|0|2016
741-1795868|615|0|0|2016
763-1052225|111|0|0|2016
10000009179|158|0|0|2016
76443809990|739|0|0|2016
30000016889|131|0|0|2016
90000808176|137|0|0|2016
726-0360466|196|0|0|2016
30000030788|133|0|0|2016
713-6131491|901|0|0|2016
50000024692|150|0|0|2016
776-0503625|327|0|0|2016
90000504713|1767|0|0|2016
20002888798|322|0|0|2016
20002353595|104|0|0|2016
90000497404|262|0|0|2016
90000451965|4614|0|0|2016
723-2769131|509|0|0|2016
