concat|loan_count|high_price_count|year
366-0344463|276|0|2004
70704610010|143|0|2004
77006300002|366|0|2004
77187700001|410|0|2004
71251100003|570|0|2004
71100900005|652|0|2004
71374500006|864|0|2004
75135809997|11725|0|2004
148-0834305|135|0|2004
77527300003|692|0|2004
30000013421|285|0|2004
30000016701|388|0|2004
20002712969|639|0|2004
77929000008|349|0|2004
77654400003|164|0|2004
10000014519|247|0|2004
20000233031|517|0|2004
71757000009|187|0|2004
71686900001|315|0|2004
30000024353|119|0|2004
20002888798|585|0|2004
20002267179|239|0|2004
71656200000|138|0|2004
176-0236067|833|0|2004
77233200004|707|0|2004
10000013652|231|0|2004
76423309995|252|0|2004
77107500004|638|0|2004
71750500009|1255|0|2004
10000014977|256|0|2004
50000068433|159|0|2004
77842500000|117|0|2004
71956000003|202|0|2004
71080400007|154|0|2004
71154700004|249|0|2004
40850253247|176|0|2004
20000177957|182|0|2004
40000006084|107|0|2004
40134027208|204|0|2004
77569700002|299|0|2004
10000014206|147|0|2004
40000015642|933|0|2004
77140600003|276|0|2004
77877100003|303|0|2004
77079100007|220|0|2004
30000020001|1628|0|2004
30000027286|108|0|2004
77768100008|115|0|2004
76443809990|182|0|2004
71038400007|210|0|2004
40000003927|591|0|2004
72148900000|161|0|2004
77289300004|2225|0|2004
77868800008|123|0|2004
71851400008|526|0|2004
10000024096|167|0|2004
74934609990|208|0|2004
77081500008|334|0|2004
371-0515982|104|0|2004
71532900001|160|0|2004
73030909998|141|0|2004
30000027334|274|0|2004
71261700007|410|0|2004
77557400009|407|0|2004
77527000000|556|0|2004
736-3440533|382|0|2004
77229000002|473|0|2004
77245100004|740|0|2004
20002788496|214|0|2004
40481290152|310|0|2004
30000022584|131|0|2004
77165700002|139|0|2004
74725909994|107|0|2004
77062400007|233|0|2004
20000666657|115|0|2004
74216200005|6374|0|2004
74954009991|353|0|2004
77419800009|114|0|2004
73827009995|401|0|2004
77162900005|134|0|2004
20000928618|107|0|2004
77629400000|315|0|2004
71565900005|1051|0|2004
20000876634|117|0|2004
10000000209|128|0|2004
10000010523|601|0|2004
71538200003|195|0|2004
72465409997|205|0|2004
71598200002|132|0|2004
77151500007|187|0|2004
71225900001|195|0|2004
77245000003|144|0|2004
10000007431|907|0|2004
122-1092200|10378|0|2004
30000032173|121|0|2004
71020500009|137|0|2004
77892400000|111|0|2004
77878500003|196|0|2004
77915200006|1377|0|2004
71066700001|165|0|2004
73000809992|395|0|2004
73831400006|1755|0|2004
77994900001|403|0|2004
71043700006|247|0|2004
73833709994|359|0|2004
77806400002|109|0|2004
20001095432|1090|0|2004
40000005198|1104|0|2004
73435709992|255|0|2004
10000008846|154|0|2004
71620300009|1745|0|2004
30000027423|423|0|2004
71409400003|167|0|2004
77650800001|200|0|2004
71715809993|156|0|2004
77893700000|240|0|2004
71340100002|293|0|2004
77776400006|766|0|2004
77892800004|882|0|2004
10000013679|771|0|2004
76314209993|169|0|2004
77496900006|216|0|2004
77324300008|328|0|2004
73213309992|196|0|2004
77564000004|3887|0|2004
77158700003|324|0|2004
104-3273356|352|0|2004
10000013349|3203|0|2004
701-0764768|1383|0|2004
77801700003|269|0|2004
40000006081|183|0|2004
77271100003|1007|0|2004
75222209998|307|0|2004
356-1001752|119|0|2004
71037000007|205|0|2004
20002356925|445|0|2004
77223200006|198|0|2004
20002598051|227|0|2004
77299000001|244|0|2004
71016600004|146|0|2004
77635500004|906|0|2004
73932909993|332|0|2004
30000028351|111|0|2004
30000033826|110|0|2004
30000011813|605|0|2004
30000000258|115|0|2004
77784800005|3104|0|2004
71670800004|239|0|2004
71748900005|150|0|2004
375-1744262|383|0|2004
72172609997|216|0|2004
77909900008|256|0|2004
77223000004|122|0|2004
77488000002|259|0|2004
77428000003|337|0|2004
77505400005|175|0|2004
77699300007|7411|0|2004
10000000200|710|0|2004
77608800001|132|0|2004
70953409990|299|0|2004
30000032623|202|0|2004
10000000869|24663|0|2004
10000007745|1031|0|2004
130-0199972|322|0|2004
77597600003|287|0|2004
77142200002|444|0|2004
77362200006|732|0|2004
20001966578|1407|0|2004
20001216291|380|0|2004
72149009991|2944|0|2004
40000005106|601|0|2004
20003072606|252|0|2004
20003103108|119|0|2004
30000004048|203|0|2004
72006300006|269|0|2004
71507400004|179|0|2004
71235100002|143|0|2004
71362200002|783|0|2004
77664000008|579|0|2004
75807009993|337|0|2004
10000000008|757|0|2004
77869800004|572|0|2004
77929200009|187|0|2004
354-2024584|525|0|2004
77071000005|512|0|2004
77615600009|259|0|2004
20000245333|393|0|2004
592-0140461|241|0|2004
77125400007|146|0|2004
70542409990|4633|0|2004
71606800005|516|0|2004
77634000003|108|0|2004
77469500007|562|0|2004
77169400005|179|0|2004
72179209998|160|0|2004
70536900124|1788|0|2004
71251400006|427|0|2004
354-1773964|643|0|2004
73813209993|104|0|2004
70623009990|647|0|2004
77140500002|174|0|2004
141-1437052|241|0|2004
71245100000|419|0|2004
71855800007|200|0|2004
77049700008|381|0|2004
73919409997|1946|0|2004
30000027574|322|0|2004
71053400001|138|0|2004
30000034250|122|0|2004
148-0875093|8091|0|2004
71431900001|161|0|2004
77292600000|287|0|2004
77257500009|590|0|2005
30000032489|197|0|2005
10000024444|258|0|2005
20003340967|1722|0|2005
77184500000|980|0|2005
77909900008|255|0|2005
70955809996|188|0|2005
71251100003|668|0|2005
40000008475|909|0|2005
71851400008|248|0|2005
10000013679|888|0|2005
77734800004|241|0|2005
20003104972|454|0|2005
10000023849|164|0|2005
77062400007|197|0|2005
40000008412|3383|0|2005
136-3744610|278|0|2005
77615600009|122|0|2005
20001494240|104|0|2005
40000000450|138|0|2005
77022100001|296|0|2005
40000015525|335|0|2005
77697500006|179|0|2005
71238600006|216|0|2005
73028209994|600|0|2005
77218600003|292|0|2005
77635500004|938|0|2005
77229000002|211|0|2005
40000004410|441|0|2005
71620300009|2255|0|2005
77079100007|157|0|2005
40000003927|407|0|2005
77496900006|103|0|2005
71251400006|275|0|2005
30000034970|208|0|2005
77499100008|5715|0|2005
73833009998|432|0|2005
77527000000|562|0|2005
20001216291|226|0|2005
30000005633|117|0|2005
71710100002|343|0|2005
40000015642|1344|0|2005
20001097267|114|0|2005
20000236751|113|0|2005
71194900009|443|0|2005
77053700008|185|0|2005
71715809993|118|0|2005
30000024353|119|0|2005
71722400006|441|0|2005
10000000024|4013|0|2005
20000645625|126|0|2005
40133222578|1219|0|2005
77107500004|426|0|2005
70536900124|1127|0|2005
77776600008|399|0|2005
77994900001|197|0|2005
20001072246|5474|0|2005
30000031286|223|0|2005
71261700007|451|0|2005
71704000009|211|0|2005
20000233031|1265|0|2005
738-1781921|1057|0|2005
77597600003|433|0|2005
40391856165|839|0|2005
77952900006|710|0|2005
77844700005|215|0|2005
40000008308|167|0|2005
701-0764768|619|0|2005
75785809994|133|0|2005
40000006809|1106|0|2005
70704610010|103|0|2005
30000016701|385|0|2005
77245000003|101|0|2005
50000068433|172|0|2005
71222400008|813|0|2005
77503100002|189|0|2005
71336300004|116|0|2005
73831400006|884|0|2005
77929200009|105|0|2005
354-2024584|129|0|2005
71497600006|106|0|2005
10000004341|111|0|2005
71198400001|230|0|2005
30000034234|181|0|2005
71270809992|234|0|2005
79406900007|112|0|2005
40000017976|129|0|2005
10000013688|391|0|2005
40000008551|2374|0|2005
20003311387|519|0|2005
174-2585982|206|0|2005
71141600006|343|0|2005
77289300004|941|0|2005
74264609991|263|0|2005
75807009993|313|0|2005
30000027334|133|0|2005
20000933975|305|0|2005
71725000001|169|0|2005
73000809992|413|0|2005
77776400006|531|0|2005
73827009995|374|0|2005
77196900005|167|0|2005
30000025103|235|0|2005
371-0515982|119|0|2005
30000011813|502|0|2005
40000008529|4301|0|2005
20000177957|196|0|2005
343-1852041|128|0|2005
71538200003|162|0|2005
72148900000|120|0|2005
73027509990|1644|0|2005
40000006081|230|0|2005
71693600008|159|0|2005
20003072606|208|0|2005
10000006680|180|0|2005
77409900001|167|0|2005
77299000001|137|0|2005
50000024692|123|0|2005
77450800004|121|0|2005
71756900000|1271|0|2005
72122400001|216|0|2005
71507400004|141|0|2005
75222209998|209|0|2005
71300600004|312|0|2005
77671300004|117|0|2005
77223200006|123|0|2005
71788100000|1152|0|2005
77878500003|106|0|2005
71855800007|206|0|2005
754-1685390|148|0|2005
71599100008|115|0|2005
363-1113916|341|0|2005
77332300002|166|0|2005
30000009846|855|0|2005
720-0378305|233|0|2005
70542409990|3272|0|2005
77765600003|291|0|2005
77386000006|250|0|2005
30000035362|242|0|2005
74934609990|190|0|2005
176-0236067|904|0|2005
77840400007|124|0|2005
71052700008|343|0|2005
77364500001|276|0|2005
77055000004|527|0|2005
77764500006|162|0|2005
74264709990|240|0|2005
30000018243|171|0|2005
77688900008|230|0|2005
72172609997|142|0|2005
77979400002|3943|0|2005
30000013421|223|0|2005
30000031469|286|0|2005
30000035095|276|0|2005
706-1554666|1229|0|2005
77667200009|195|0|2005
358-0834754|163|0|2005
77362200006|604|0|2005
72179909994|328|0|2005
73453209991|334|0|2005
77465600054|297|0|2005
30000026849|108|0|2005
77893700000|109|0|2005
20002635086|505|0|2005
77801700003|185|0|2005
40000008109|627|0|2005
77158700003|145|0|2005
77592700002|155|0|2005
773-1545233|1015|0|2005
77292600000|243|0|2005
20000461870|114|0|2005
77006300002|274|0|2005
75183509992|476|0|2005
40000005106|575|0|2005
30000027423|373|0|2005
20002023218|151|0|2005
71463600006|823|0|2005
20001095432|1034|0|2005
40000008337|422|0|2005
77304100009|207|0|2005
71642200007|106|0|2005
30000010450|111|0|2005
72119200006|164|0|2005
40481290152|184|0|2005
77428900001|561|0|2005
77248700009|166|0|2005
71582200006|106|0|2005
77049700008|362|0|2005
71173900006|238|0|2005
77927200007|946|0|2005
10000013652|190|0|2005
20000876634|110|0|2005
40850253247|116|0|2005
20003177332|385|0|2005
30000003514|514|0|2005
30000019581|209|0|2005
30000028489|189|0|2005
20002788496|105|0|2005
40000017934|100|0|2005
77479600006|355|0|2005
72483809994|238|0|2005
40000000887|123|0|2005
10000007431|792|0|2005
40000007939|372|0|2005
77142200002|430|0|2005
72086400005|463|0|2005
40000008534|987|0|2005
362-1259997|523|0|2005
40000014191|134|0|2005
30000032173|106|0|2005
10000001741|26305|0|2005
792-0160040|140|0|2005
77087500006|459|0|2005
77488000002|183|0|2005
134-1812174|119|0|2005
148-0875093|5373|0|2005
70953409990|171|0|2005
73833709994|348|0|2005
77815800008|175|0|2005
71757000009|124|0|2005
72465409997|151|0|2005
30000027476|251|0|2005
40000006084|171|0|2005
184-1106939|1020|0|2005
30000026870|424|0|2005
77638200000|142|0|2005
77245100004|604|0|2005
77271100003|777|0|2005
30000005903|159|0|2005
77324300008|299|0|2005
375-1744262|363|0|2005
72181809990|136|0|2005
10000013044|3732|0|2005
30000029546|114|0|2005
77389300008|127|0|2005
70543609999|416|0|2005
10000023748|102|0|2005
71172100002|144|0|2005
73435709992|243|0|2005
30000020001|1169|0|2005
70546509997|229|0|2005
77140600003|206|0|2005
20001966578|1561|0|2005
77569700002|141|0|2005
71362200002|646|0|2005
71245100000|338|0|2005
148-0834305|118|0|2005
71956000003|165|0|2005
71670800004|137|0|2005
71705700001|273|0|2005
72010300006|574|0|2005
77056000000|280|0|2005
77597300000|918|0|2005
71461400001|270|0|2005
77650800001|136|0|2005
71154700004|348|0|2005
10000005750|127|0|2005
10000000869|10674|0|2005
77233200004|384|0|2005
20002888798|839|0|2005
116-1245395|1264|0|2005
40000006432|336|0|2005
10000014519|205|0|2005
77386700002|113|0|2005
10000023117|244|0|2005
30000016191|167|0|2005
116-1146859|576|0|2005
74728209997|299|0|2005
30000004048|206|0|2005
30000027574|302|0|2005
77187700001|305|0|2005
77469500007|416|0|2005
10000024604|126|0|2005
156-0811711|3066|0|2005
77442300004|116|0|2005
71100900005|1222|0|2005
20000245333|426|0|2005
40000016263|129|0|2005
71756700009|1130|0|2005
71565900005|1041|0|2005
77527300003|412|0|2005
20003228001|137|0|2005
77929000008|374|0|2005
10000007745|1337|0|2005
71043700006|137|0|2005
77015500006|360|0|2005
77632300003|1460|0|2005
71374500006|965|0|2005
77774500004|1122|0|2005
77915200006|450|0|2005
73919409997|1755|0|2005
20002576572|1688|0|2005
77398800004|126|0|2005
592-0140461|172|0|2005
70136609995|593|0|2005
73932909993|136|0|2005
77545800001|103|0|2005
74216200005|5285|0|2005
74947909990|108|0|2005
71283100000|116|0|2005
71679800001|307|0|2005
10000010523|131|0|2005
20001624252|253|0|2005
77884700008|108|0|2005
73842009994|796|0|2005
72467100004|271|0|2005
71066700001|326|0|2005
71606800005|497|0|2005
720-1756383|423|0|2005
72149009991|2420|0|2005
40000000257|310|0|2005
40593151342|3633|0|2005
77987800001|349|0|2005
77354100002|618|0|2005
20002356925|141|0|2005
71431900001|204|0|2005
354-1773964|350|0|2005
30000035139|109|0|2005
20002712969|881|0|2005
76478809997|233|0|2005
77491400005|195|0|2005
20002485571|835|0|2005
77169400005|209|0|2005
736-3853498|115|0|2005
77794500000|141|0|2005
77509200009|117|0|2005
376-0661306|114|0|2005
77165700002|100|0|2005
71395700000|154|0|2005
30000027286|135|0|2005
40000008083|756|0|2005
10000008846|109|0|2005
71522600000|1620|0|2005
736-3440533|571|0|2005
373-1374559|682|0|2005
77166300005|136|0|2005
77892800004|207|0|2005
77491500000|379|0|2005
71053400001|215|0|2005
77071000005|322|0|2005
20001644643|22403|0|2005
20001088890|4218|0|2005
74725909994|121|0|2005
104-3273356|109|0|2005
30000026962|108|0|2005
50000024694|134|0|2005
30000028351|110|0|2005
141-1704421|600|0|2005
20001194951|548|0|2005
77185000002|256|0|2005
77493900007|105|0|2005
71099500003|112|0|2005
775-2799360|101|0|2005
775-2805965|210|0|2005
776-0561995|380|0|2005
71662300004|186|0|2005
77784800005|2496|0|2005
77081500008|288|0|2005
71556900003|994|0|2005
72182409993|159|0|2005
71037000007|171|0|2005
10000000008|5119|0|2005
70471809999|138|0|2005
75135809997|6047|0|2005
73444109999|193|0|2005
10000024469|747|0|2005
10000014206|145|0|2005
76444009997|197|0|2005
77253300001|315|0|2005
77699300007|7447|0|2005
10000014977|162|0|2005
70623009990|844|0|2005
77851800005|172|0|2005
77428000003|303|0|2005
77557400009|301|0|2005
77281500005|381|0|2005
20000659855|247|0|2005
30000000258|101|0|2005
30000010346|153|0|2005
73028209994|344|0|2006
77868600006|139|0|2006
77840400007|146|0|2006
77638200000|220|0|2006
77184500000|523|0|2006
10000013044|3095|0|2006
77022100001|376|0|2006
40391856165|500|0|2006
50000024692|130|0|2006
765-0960619|130|0|2006
10000024604|133|0|2006
73833009998|354|0|2006
752-1815063|749|0|2006
77667200009|110|0|2006
77699300007|9828|0|2006
72483809994|173|0|2006
77062400007|133|0|2006
77289300004|1503|0|2006
20000659855|249|0|2006
71066700001|258|0|2006
70953409990|154|0|2006
30000001479|146|0|2006
40000003927|267|0|2006
71392000005|115|0|2006
71154700004|209|0|2006
77354100002|697|0|2006
20002356925|347|0|2006
77635500004|1222|0|2006
77386000006|239|0|2006
72010300006|734|0|2006
20001088890|2365|0|2006
362-1259997|418|0|2006
77842500000|138|0|2006
77927200007|532|0|2006
30000016191|176|0|2006
30000026849|104|0|2006
71177500008|211|0|2006
77469500007|336|0|2006
71100900005|832|0|2006
70955809996|210|0|2006
77801700003|109|0|2006
116-1245395|2085|0|2006
40000008109|623|0|2006
77299000001|103|0|2006
71679800001|255|0|2006
40000000450|176|0|2006
77632300003|1567|0|2006
71251100003|708|0|2006
30000013421|134|0|2006
77245000003|121|0|2006
70542409990|3863|0|2006
10000007431|272|0|2006
30000032974|102|0|2006
20000245333|608|0|2006
72148900000|109|0|2006
71431900001|235|0|2006
72182409993|248|0|2006
77196900005|127|0|2006
148-0875093|4115|0|2006
20002598051|141|0|2006
71270809992|254|0|2006
77398800004|102|0|2006
30000028489|116|0|2006
71642200007|100|0|2006
77527300003|397|0|2006
40000008412|2015|0|2006
72465409997|164|0|2006
40000000257|252|0|2006
738-2749215|185|0|2006
40000005106|610|0|2006
363-1113916|313|0|2006
77491500000|275|0|2006
30000035362|144|0|2006
77979400002|3364|0|2006
30000019581|224|0|2006
40000006809|620|0|2006
20001644643|22313|0|2006
77364500001|306|0|2006
71238600006|757|0|2006
77929000008|353|0|2006
40481290152|180|0|2006
77569700002|130|0|2006
74264709990|375|0|2006
113-3222578|1106|0|2006
40000007939|238|0|2006
72181809990|261|0|2006
71362200002|184|0|2006
71620300009|1685|0|2006
73842009994|379|0|2006
71056800004|185|0|2006
77465600054|233|0|2006
77697500006|114|0|2006
77688900008|158|0|2006
71196400007|116|0|2006
77142200002|475|0|2006
10000013652|197|0|2006
30000057803|1169|0|2006
77734800004|263|0|2006
71252000009|177|0|2006
71662300004|242|0|2006
77197100004|104|0|2006
734-1180767|422|0|2006
75135809997|6598|0|2006
40000007547|104|0|2006
71099500003|329|0|2006
736-3440533|688|0|2006
40000004410|612|0|2006
70623009990|1032|0|2006
20002888798|1766|0|2006
30000025103|366|0|2006
71606800005|581|0|2006
32365200009|258|0|2006
776-0561995|468|0|2006
77332300002|239|0|2006
77053700008|187|0|2006
10000013679|876|0|2006
73831400006|579|0|2006
184-1106939|896|0|2006
20001097267|127|0|2006
30000003514|316|0|2006
77893700000|134|0|2006
73435709992|241|0|2006
30000031469|676|0|2006
77257500009|492|0|2006
74216200005|4896|0|2006
71522600000|1288|0|2006
77218600003|425|0|2006
10000014519|107|0|2006
20003311387|510|0|2006
71756900000|687|0|2006
40000006081|238|0|2006
71002800008|101|0|2006
77055000004|506|0|2006
71725000001|132|0|2006
77509200009|174|0|2006
71194900009|220|0|2006
71722400006|381|0|2006
70536900124|937|0|2006
77851800005|177|0|2006
71283100000|113|0|2006
20002023218|112|0|2006
72070100003|130|0|2006
10000014977|161|0|2006
20002788496|109|0|2006
71855800007|199|0|2006
77503100002|145|0|2006
720-2241771|796|0|2006
77071000005|251|0|2006
77081500008|277|0|2006
788-0430482|116|0|2006
74264609991|238|0|2006
77844700005|148|0|2006
10000023849|147|0|2006
71173900006|147|0|2006
343-1852041|102|0|2006
40000006084|119|0|2006
71052700008|222|0|2006
313-3210378|171|0|2006
77362200006|383|0|2006
504-3660901|183|0|2006
10000005750|101|0|2006
77158700003|267|0|2006
720-0378305|286|0|2006
77087500006|380|0|2006
74728209997|297|0|2006
776-0236067|1000|0|2006
10000000786|8242|0|2006
70660427030|106|0|2006
77987800001|284|0|2006
20002685504|110|0|2006
20000645625|114|0|2006
10000024469|701|0|2006
71342600002|153|0|2006
72204000008|102|0|2006
77428900001|258|0|2006
40000008529|131|0|2006
30000016701|300|0|2006
77107500004|373|0|2006
77187700001|214|0|2006
30000027423|356|0|2006
10000004341|106|0|2006
20002712969|1079|0|2006
40000017945|101|0|2006
71141600006|280|0|2006
20000177957|181|0|2006
77994900001|311|0|2006
71300600004|336|0|2006
77765600003|180|0|2006
77784800005|2395|0|2006
10000010523|154|0|2006
71374500006|972|0|2006
375-1744262|644|0|2006
71569300005|523|0|2006
73453209991|396|0|2006
40000015525|245|0|2006
40000008475|233|0|2006
174-2585982|218|0|2006
71643100002|115|0|2006
77893200005|100|0|2006
50000068433|142|0|2006
20001194951|493|0|2006
77127800003|169|0|2006
71395700000|176|0|2006
72467100004|136|0|2006
77056000000|199|0|2006
20001072246|4943|0|2006
20000233031|790|0|2006
706-1554666|735|0|2006
77650800001|172|0|2006
77223200006|136|0|2006
71368600004|102|0|2006
77151500007|102|0|2006
50000024694|122|0|2006
30000035095|193|0|2006
30000029546|116|0|2006
40000002098|102|0|2006
74725909994|124|0|2006
70543609999|556|0|2006
10000014206|134|0|2006
72149009991|2570|0|2006
752-2318771|1322|0|2006
71245100000|263|0|2006
77776400006|454|0|2006
77806400002|121|0|2006
20000933975|249|0|2006
77253300001|242|0|2006
73000809992|499|0|2006
358-0692236|103|0|2006
75183509992|214|0|2006
71670800004|239|0|2006
20001216291|169|0|2006
75222209998|138|0|2006
73032309995|116|0|2006
72122400001|114|0|2006
77229000002|350|0|2006
77515900008|589|0|2006
773-1545233|807|0|2006
75807009993|335|0|2006
10000024444|263|0|2006
156-0811711|1906|0|2006
77049700008|335|0|2006
77245100004|201|0|2006
10000015435|111|0|2006
20002635086|382|0|2006
70136609995|531|0|2006
20003340967|1258|0|2006
40000015115|245|0|2006
77776600008|430|0|2006
77764500006|163|0|2006
71222400008|443|0|2006
30000032489|189|0|2006
40000008399|273|0|2006
10000023117|107|0|2006
77527000000|157|0|2006
40000018027|148|0|2006
73827009995|273|0|2006
354-1773964|344|0|2006
71693600008|146|0|2006
775-2820143|244|0|2006
71507400004|124|0|2006
10000023748|150|0|2006
40000016263|129|0|2006
30000026955|103|0|2006
77815800008|138|0|2006
20001966578|1268|0|2006
77909900008|214|0|2006
30000026870|210|0|2006
72172609997|106|0|2006
77774500004|1045|0|2006
71565900005|869|0|2006
77304100009|216|0|2006
30000034970|193|0|2006
30000031286|291|0|2006
30000016631|143|0|2006
73444109999|179|0|2006
40000008551|755|0|2006
77499100008|8820|0|2006
10000013688|318|0|2006
74934609990|168|0|2006
